media,country,week,articles
en_NZL_nzhera,YEM,2015-02-09,12.8333333333
en_GBR_guardi,PRK,2015-03-02,7.8333333333
fr_BEL_derheu,AUS,2014-06-09,2
en_GBR_guardi,MMR,2015-03-09,6.5
es_CHL_tercer,NER,2014-05-19,1
es_BOL_larazo,ECU,2014-12-08,1
fr_FRA_lmonde,XK,2014-06-09,1
en_GBR_guardi,TUR,2014-06-09,1.3333333333
es_MEX_univer,USA,2014-06-02,27.6666666667
en_NZL_nzhera,BGR,2014-08-11,1
en_USA_nytime,AFG,2015-01-05,1
en_GBR_guardi,MYS,2014-04-07,4
es_CHL_tercer,FRA,2015-02-02,6.9166666667
en_CAN_starca,SSD,2015-02-23,0.5
es_ARG_nacion,TUR,2014-10-13,0.5
en_PAK_newint,TUR,2014-08-25,5
es_MEX_univer,POL,2014-04-28,1
fr_FRA_lmonde,BEL,2015-04-13,2
en_CHN_mopost,NLD,2014-07-21,4.5
en_USA_wapost,CHN,2014-04-21,3
en_USA_wapost,VAT,2014-07-07,1
es_BOL_larazo,NGA,2015-03-23,3
fr_DZA_xpress,CAF,2014-06-02,3
en_GBR_dailyt,SWE,2015-01-12,1
en_SGP_twoday,MYS,2014-05-19,1.5
en_IND_hindti,GRC,2014-05-05,1
en_USA_nytime,EGY,2014-03-24,11
en_USA_nytime,LKA,2015-01-05,8.5
en_SGP_twoday,CHL,2015-04-06,1
fr_FRA_lmonde,ISR,2014-09-22,0.5
en_CHN_chinad,SYR,2014-11-17,1.5
es_BOL_larazo,PER,2014-08-25,1.5
en_GBR_dailyt,BHS,2014-04-07,1
en_PAK_newint,DEU,2014-04-28,1
en_IND_tindia,UKR,2014-07-28,6.5
fr_FRA_lepari,ECU,2014-03-31,1
es_CHL_mercur,UKR,2015-03-23,3
fr_FRA_lmonde,KAZ,2014-10-13,1
en_ZWE_chroni,SOM,2015-04-27,1
es_MEX_univer,CHL,2014-06-30,2
es_CHL_tercer,POL,2014-12-01,0.5
en_IND_hindti,AUS,2014-11-10,1
en_GBR_dailyt,BIH,2015-06-15,1
en_SGP_twoday,PER,2014-06-02,1
en_CAN_starca,IND,2015-01-12,2.5
en_NZL_nzhera,PAK,2014-04-14,5
en_NZL_nzhera,JOR,2014-01-13,2.8333333333
en_MYS_starmy,GBR,2014-05-19,7.75
fr_BEL_lesoir,SYR,2014-08-04,1.5
en_MYS_starmy,PRK,2015-03-30,1
en_CHN_chinad,GRC,2015-02-23,3
en_USA_wapost,CHN,2015-05-11,7
en_PAK_newint,QAT,2014-05-19,1
es_BOL_larazo,USA,2014-12-15,11
es_VEN_univer,CHE,2014-05-12,2
es_ESP_elpais,RUS,2015-02-16,5.5
es_MEX_jormex,UKR,2014-05-12,6
en_NZL_nzhera,MMR,2015-06-01,5.5
en_GBR_guardi,BGD,2014-04-14,3
fr_CAN_jmontr,AFG,2014-11-24,1.5
es_ARG_nacion,URY,2014-05-26,2
en_IND_hindti,AUT,2015-04-27,1
es_ESP_catalu,SYR,2014-11-17,3
en_NZL_nzhera,NLD,2014-08-04,3.5
en_GBR_guardi,ISR,2015-03-09,16
es_ESP_catalu,PER,2014-11-17,1
en_USA_nytime,BGD,2015-03-23,2
en_USA_wapost,TUR,2014-12-29,2
fr_FRA_lmonde,HUN,2014-11-03,0.5
en_ZWE_chroni,ETH,2014-04-28,2
es_VEN_univer,IRQ,2015-05-11,6.5
en_NZL_nzhera,HUN,2014-11-03,2.5
es_MEX_univer,AFG,2014-10-27,1
en_NZL_nzhera,SLV,2014-01-13,2
fr_FRA_lepari,DNK,2015-02-23,1
en_GBR_guardi,SOM,2014-12-29,0.5
en_MYS_starmy,IRN,2014-04-28,5.5
en_USA_nytime,CUB,2014-04-28,1
fr_BEL_derheu,SYR,2015-03-16,3.75
en_AUS_austra,CAN,2015-03-09,1
en_MYS_starmy,IDN,2014-05-19,1
fr_FRA_lepari,LBR,2014-10-13,0.5
es_MEX_jormex,FRA,2015-03-30,1
fr_FRA_lepari,DEU,2015-04-27,6.5
en_GBR_guardi,FJI,2014-09-15,3
en_CAN_starca,NLD,2014-06-30,1
en_GBR_guardi,URY,2014-12-01,3.5
en_IND_tindia,MYS,2014-08-04,2
en_NZL_nzhera,NAM,2014-12-01,1
en_MYS_starmy,UGA,2015-05-18,0.5
es_BOL_patria,NIC,2014-04-21,5.5
es_VEN_univer,BOL,2015-06-01,2
en_MYS_starmy,SYR,2014-06-09,8.3333333333
en_CAN_starca,JPN,2015-03-16,0.3333333333
en_JPN_jatime,ESP,2015-02-02,1
fr_FRA_lmonde,IND,2014-09-22,2.5
en_GBR_dailyt,IRQ,2014-12-29,1
en_PAK_newint,TWN,2014-02-10,1
en_IND_tindia,THA,2014-05-12,6.5
en_MYS_starmy,HTI,2015-05-11,0.5
en_GBR_guardi,VAT,2014-10-20,1.5
en_CHN_mopost,VEN,2014-12-29,0.5
en_GBR_guardi,ISR,2014-02-10,4
es_MEX_jormex,ARM,2015-04-20,1
en_MYS_starmy,SSD,2015-03-16,1
en_MYS_starmy,IND,2015-02-16,8.8333333333
en_GBR_guardi,ZAF,2014-09-15,2.5
fr_BEL_derheu,ISR,2015-05-04,1
en_CAN_starca,USA,2014-12-15,15
fr_FRA_lmonde,HUN,2014-04-07,4
es_CHL_tercer,PRK,2014-10-27,1
es_MEX_univer,NGA,2015-05-04,2
en_ZWE_chroni,SYR,2014-12-29,1
es_MEX_univer,PSE,2015-01-26,0.5
en_JPN_jatime,IND,2014-12-08,2.5
fr_FRA_lmonde,MEX,2014-04-21,0.5
es_ESP_catalu,USA,2014-03-31,1
es_VEN_univer,ARG,2014-11-10,8.8333333333
en_MLT_tmalta,LBY,2014-05-19,11
en_NZL_nzhera,ESP,2015-01-19,4
en_MLT_tmalta,LTU,2014-06-23,0.5
en_GBR_dailyt,GEO,2014-06-23,0.3333333333
en_NZL_nzhera,MAR,2014-12-22,1
es_CHL_mercur,CYP,2014-05-12,0.5
es_BOL_patria,VAT,2014-05-26,2.5
es_BOL_larazo,CUB,2015-01-19,2.5
en_USA_nytime,XK,2015-03-23,1
fr_BEL_lesoir,DEU,2014-10-27,1
en_JPN_jatime,ISR,2014-11-17,2
en_IND_tindia,GBR,2014-11-10,3.5
en_GBR_guardi,SAU,2014-12-22,1
en_NZL_nzhera,EGY,2015-04-20,9.5
fr_FRA_lepari,UKR,2015-03-23,1
en_NZL_nzhera,ROU,2015-03-09,6.8333333333
fr_FRA_lepari,GRC,2015-01-26,19
fr_FRA_lepari,GIN,2014-04-14,1
en_SGP_twoday,ARM,2015-04-27,0.5
fr_BEL_derheu,RUS,2014-07-14,5.6666666667
en_JPN_jatime,IND,2015-01-26,1
en_IND_tindia,TUR,2015-06-08,4
en_MYS_starmy,PHL,2014-05-19,3.3333333333
fr_BEL_lesoir,DEU,2014-01-27,0.5
en_NZL_nzhera,GNB,2014-02-24,0.5
en_SGP_twoday,UZB,2015-06-22,0.3333333333
es_BOL_patria,ECU,2014-08-11,2.5
es_ESP_elpais,SYR,2014-10-13,2.5
en_IND_tindia,IRQ,2014-04-21,2
en_JPN_jatime,NRU,2014-09-29,0.5
en_GBR_guardi,UKR,2014-04-07,33.6666666667
en_GBR_guardi,SYR,2014-07-14,4
en_SGP_twoday,ARG,2015-02-02,11
es_CHL_tercer,DOM,2014-09-22,0.5
en_IND_hindti,IRQ,2014-09-22,1.3333333333
en_NZL_nzhera,IRQ,2015-04-27,14.8333333333
en_USA_nytime,AFG,2015-05-18,3
fr_BEL_lesoir,CHN,2014-04-14,3
en_IND_tindia,MDG,2014-12-22,1
en_IND_tindia,EGY,2015-06-01,3.5
en_SGP_twoday,RWA,2015-05-25,0.5
fr_FRA_lepari,ITA,2014-04-21,2
en_SGP_twoday,XK,2014-11-17,3
es_ESP_catalu,GBR,2014-04-07,1.5
es_CHL_tercer,CUB,2014-07-07,1
en_MLT_tmalta,ITA,2015-01-26,5
en_IND_tindia,AFG,2015-01-12,3
en_SGP_twoday,AFG,2014-12-29,4
en_SGP_twoday,PER,2014-08-18,1
en_GBR_guardi,LBR,2014-10-13,5
fr_FRA_lmonde,AUS,2014-01-13,7
en_CHN_mopost,GRC,2014-12-29,4
en_AUS_hersun,USA,2014-09-22,1.5
es_CHL_tercer,DEU,2014-08-18,1.5
en_GBR_guardi,QAT,2014-11-10,1
en_CAN_starca,IRN,2014-09-08,2
en_JPN_jatime,LBY,2015-05-25,2.5
es_ESP_elpais,TUR,2014-07-07,2
fr_DZA_elwata,RUS,2014-02-17,1
fr_FRA_lmonde,MAR,2014-12-01,1
es_ARG_nacion,SLV,2015-05-18,2.5
fr_FRA_lmonde,POL,2014-11-17,0.6666666667
es_ESP_elpais,NLD,2014-07-21,6.5
en_GBR_guardi,LBR,2015-03-02,1
en_USA_nytime,MOZ,2015-01-12,2
fr_DZA_xpress,LBY,2015-02-09,2
en_NZL_nzhera,MDV,2015-06-08,0.5
es_MEX_univer,YEM,2014-03-24,1
fr_BEL_derheu,USA,2014-09-08,9.8333333333
en_GBR_dailyt,GRC,2014-12-01,3
en_MYS_starmy,NER,2014-05-05,4
en_USA_wapost,CHN,2015-05-04,8.1666666667
en_NZL_nzhera,GUY,2014-01-13,3
en_SGP_twoday,BRA,2014-08-11,12
es_BOL_patria,HTI,2014-10-20,1
en_USA_nytime,ETH,2014-10-06,1
fr_FRA_lmonde,AFG,2014-06-30,4
en_MYS_starmy,RUS,2015-05-25,26
en_SGP_twoday,CUB,2014-12-15,46.8333333333
fr_FRA_lmonde,GBR,2014-02-10,10
en_GBR_dailyt,AUS,2015-02-16,10
en_IND_hindti,PSE,2014-09-01,1.5
en_USA_wapost,TUR,2015-06-01,6
en_GBR_dailyt,DEU,2014-04-14,1.5
es_MEX_univer,ARG,2015-06-15,1
en_IND_tindia,CHN,2015-05-04,16
es_MEX_jormex,BOL,2015-02-16,1
en_CHN_chinad,LBY,2014-03-24,1
es_ARG_nacion,DEU,2014-12-01,2
en_USA_nytime,DEU,2014-12-08,9
en_MLT_tmalta,PAK,2014-07-28,1
es_BOL_patria,UKR,2014-12-22,1
fr_BEL_lesoir,SYR,2014-06-23,1
en_JPN_jatime,TWN,2015-01-05,1.3333333333
en_IND_tindia,AUS,2014-11-24,1
en_SGP_twoday,ZAF,2014-12-08,7
en_MYS_starmy,NPL,2015-01-19,2
fr_DZA_xpress,NGA,2015-05-11,1
en_GBR_guardi,ARG,2014-04-28,2
en_IND_tindia,BGR,2014-02-10,1
en_CHN_mopost,BRA,2015-01-19,1
en_NZL_nzhera,BGR,2014-05-12,0.3333333333
en_IND_tindia,NGA,2015-03-02,2.5
en_GBR_guardi,LBY,2014-01-27,2
en_CHN_chinad,TUR,2014-09-01,1
en_MYS_starmy,CAF,2014-12-08,0.5
en_ZWE_chroni,CHN,2014-12-22,1
en_GBR_dailyt,SLE,2015-02-23,1
en_GBR_dailyt,PAK,2014-07-28,1
en_CHN_mopost,GBR,2014-12-29,8.5
es_MEX_jormex,FRA,2015-03-23,2
es_MEX_univer,NGA,2015-01-19,1
en_IND_tindia,PRK,2015-02-02,1.5
es_ESP_catalu,COD,2014-10-20,1
es_CHL_mercur,DEU,2014-12-08,1.5
en_SGP_twoday,KOR,2015-06-22,14.5
en_GBR_guardi,MAR,2014-02-03,2
en_NZL_nzhera,PHL,2014-12-01,17.5
fr_FRA_lmonde,RUS,2014-01-20,4
en_GBR_guardi,ESH,2015-03-02,3
en_PAK_newint,TWN,2014-10-27,0.5
fr_FRA_lmonde,MEX,2014-03-10,1
en_NZL_nzhera,LBN,2014-08-25,2
en_PAK_newint,TUR,2014-04-28,3
en_NGA_thiday,BEN,2015-06-01,1
fr_CAN_jmontr,UKR,2014-07-28,2.5
en_CAN_starca,JPN,2014-06-16,1
en_MLT_tmalta,HKG,2014-10-27,1
en_GBR_guardi,CAN,2014-08-25,2.1666666667
en_IND_tindia,ISR,2014-07-28,4.5
en_NZL_nzhera,UKR,2014-11-10,11.3333333333
en_MYS_starmy,BRA,2014-06-16,3
es_MEX_univer,SRB,2015-03-09,1
es_MEX_univer,CYP,2014-03-17,1
en_MYS_starmy,USA,2015-01-19,2.5
fr_FRA_lmonde,IRQ,2014-12-01,6
en_IND_hindti,AUS,2015-04-06,1
en_MYS_starmy,AFG,2015-06-15,2.5
es_MEX_univer,TUN,2014-12-22,1.3333333333
en_USA_wapost,BDI,2015-05-11,6.5
en_SGP_twoday,DEU,2014-07-14,5.4166666667
en_NZL_nzhera,ESP,2015-02-09,14
en_MYS_starmy,PSE,2015-03-30,3.5
en_USA_wapost,VAT,2015-06-22,1
en_MYS_starmy,CHL,2015-03-09,2
en_MYS_starmy,LBY,2014-07-14,23.5
en_GBR_dailyt,DEU,2015-06-08,3
es_VEN_univer,MLI,2014-04-07,1
es_BOL_larazo,GTM,2015-01-26,0.5
es_BOL_larazo,VAT,2015-05-18,0.5
en_JPN_jatime,SSD,2014-11-03,0.5
en_AUS_austra,CHE,2014-02-10,2
es_BOL_patria,UKR,2014-04-21,3.3333333333
en_GBR_guardi,LVA,2015-02-09,1
es_ARG_nacion,HND,2015-06-01,1
en_MLT_tmalta,AUS,2014-12-22,3
en_CHN_chinad,ZAF,2015-03-09,1
en_NZL_nzhera,NPL,2014-01-06,2
en_USA_nytime,IRQ,2015-03-09,8.5
en_JPN_jatime,LBN,2015-01-26,0.8333333333
en_MYS_starmy,DJI,2015-05-25,0.3333333333
en_ZWE_chroni,LBN,2014-08-04,0.5
es_ESP_elpais,SSD,2014-08-25,1
en_GBR_dailyt,MYS,2014-06-23,0.5
en_IND_tindia,JPN,2014-08-11,2
en_SGP_twoday,GEO,2014-06-23,0.5
es_MEX_univer,IDN,2014-12-15,4
en_MYS_starmy,CIV,2014-06-09,2
es_MEX_univer,KEN,2015-04-20,0.5
en_CHN_chinad,SWE,2014-11-03,1
en_GBR_guardi,AFG,2014-12-22,3.5
en_GBR_guardi,GRC,2015-01-05,3
en_SGP_twoday,NZL,2015-04-20,1.5
en_AUS_austra,USA,2015-02-09,11.8333333333
en_NZL_nzhera,ITA,2014-04-14,8.5
en_CHN_mopost,NER,2014-03-03,0.5
en_SGP_twoday,PHL,2014-10-06,0.5
en_AUS_austra,LTU,2014-05-19,1
en_GBR_guardi,AZE,2015-03-23,1
en_USA_nytime,CAN,2015-06-08,5
en_CAN_starca,KOR,2015-04-27,1
fr_BEL_lesoir,DEU,2014-09-22,1
en_NZL_nzhera,VNM,2014-10-06,3.5
fr_BEL_lesoir,TUR,2014-11-24,2
en_CAN_starca,IRN,2014-04-14,1
en_CAN_starca,KEN,2015-02-23,1
en_USA_wapost,EGY,2015-04-06,3
en_IND_tindia,CHN,2014-10-13,10.3333333333
en_MLT_tmalta,UKR,2014-08-04,9.5
en_NZL_nzhera,QAT,2015-06-01,4.5
en_USA_nytime,NGA,2014-04-21,1
fr_DZA_xpress,KOR,2015-01-05,0.5
en_ZWE_chroni,ZMB,2015-05-11,1
fr_FRA_lmonde,EGY,2015-06-15,4
es_ARG_nacion,NGA,2014-11-10,2
fr_FRA_lepari,VEN,2014-07-14,1
fr_BEL_lesoir,ZAF,2014-11-03,1
es_ESP_elpais,NLD,2014-04-21,2
en_GBR_guardi,TUR,2014-05-19,10
es_ESP_catalu,IRQ,2015-02-16,1
en_MLT_tmalta,DEU,2014-09-22,1.5
fr_FRA_lmonde,BGD,2015-06-01,0.5
en_SGP_twoday,ITA,2015-01-12,9
es_VEN_univer,AFG,2014-11-17,4
fr_BEL_lesoir,MAR,2014-02-17,3
en_JPN_jatime,TWN,2014-07-21,2
fr_BEL_derheu,PRK,2015-05-11,1
fr_CAN_jmontr,SYR,2014-10-06,14
es_MEX_jormex,ESP,2014-11-24,3
fr_FRA_lepari,SWE,2015-03-16,3
en_SGP_twoday,MLT,2014-07-28,0.3333333333
en_SGP_twoday,SYR,2015-06-15,33.6666666667
en_IND_hindti,RUS,2015-06-01,1.8333333333
en_MYS_starmy,PAK,2014-12-22,2
en_NGA_thiday,AFG,2014-12-22,1
en_SGP_twoday,MLI,2015-04-20,1
en_CHN_chinad,MLI,2014-07-21,3.5
en_SGP_twoday,POL,2014-09-08,3
es_ARG_nacion,BRA,2014-08-11,9
en_NZL_nzhera,RUS,2014-07-28,36.8333333333
es_ESP_catalu,UKR,2014-04-28,14.5
en_USA_nytime,CHN,2014-07-07,31.5
en_CAN_starca,ITA,2014-12-29,4.5
en_MLT_tmalta,VAT,2014-12-01,3
en_JPN_jatime,EGY,2014-09-29,1
en_MYS_starmy,COG,2014-08-25,2.5
fr_BEL_lesoir,CAN,2014-04-28,2
es_MEX_univer,HKG,2014-08-25,0.5
es_CHL_mercur,IRQ,2015-06-01,3
en_GBR_guardi,AFG,2014-09-29,11.5
en_JPN_jatime,AUS,2014-09-01,0.5
en_NZL_nzhera,AUS,2015-01-05,8.25
en_ZWE_chroni,TUN,2015-05-25,1
es_CHL_mercur,EGY,2014-04-28,4
fr_DZA_xpress,AUT,2014-06-16,1
es_CHL_mercur,ATG,2014-05-05,1
en_NZL_nzhera,BGD,2014-10-27,9
en_MYS_starmy,CHL,2015-03-02,3
en_MYS_starmy,AUT,2015-01-26,0.3333333333
es_ARG_nacion,TUR,2014-03-17,2
en_CAN_starca,ISR,2014-01-06,7
es_VEN_univer,GBR,2014-11-03,4.5
en_NZL_nzhera,UGA,2014-03-17,2
en_SGP_twoday,KHM,2014-06-02,1
es_CHL_tercer,NLD,2015-06-22,1
fr_FRA_lepari,USA,2014-11-03,14
en_GBR_guardi,IRQ,2014-06-23,37.5
fr_DZA_xpress,MAR,2015-05-18,1.3333333333
es_BOL_patria,ARG,2014-04-28,1
en_CHN_mopost,TUR,2014-05-05,1
en_NZL_nzhera,COG,2014-06-02,2
en_GBR_guardi,IND,2014-06-09,7.5
en_CHN_chinad,CHE,2014-03-31,1
en_MYS_starmy,PRK,2014-06-30,10.1666666667
en_IND_tindia,IRQ,2014-05-05,1
en_NGA_thiday,AUS,2014-01-20,1
en_IND_hindti,PSE,2015-06-22,1.5
en_GBR_guardi,UKR,2014-07-14,29.6666666667
en_IND_tindia,ISR,2015-03-30,3.3333333333
en_GBR_dailyt,UKR,2014-03-17,45.5
en_NZL_nzhera,PRK,2014-07-14,6
en_CAN_starca,GBR,2014-07-28,0.5
en_GBR_dailyt,AUS,2014-03-31,9
en_SGP_twoday,SOM,2014-07-21,1
es_VEN_univer,AFG,2014-12-29,5
es_VEN_univer,PSE,2014-07-28,47.25
en_NZL_nzhera,GTM,2014-02-10,5
es_VEN_univer,PRT,2014-03-31,1
en_GBR_dailyt,BRA,2014-11-17,1
es_VEN_univer,VNM,2014-11-10,0.5
en_GBR_guardi,NGA,2015-06-15,1
es_BOL_patria,CHE,2014-11-03,1
en_SGP_twoday,RWA,2015-03-09,1
en_ZWE_chroni,KEN,2015-06-22,1.5
en_GBR_dailyt,RUS,2014-02-10,6.5
es_CHL_tercer,JAM,2015-03-30,1
en_PAK_newint,PSE,2014-12-01,0.5
en_CHN_mopost,FRA,2014-03-10,3.5
fr_FRA_lmonde,SAU,2014-03-10,0.5
en_GBR_guardi,ISR,2014-12-15,4.5
fr_DZA_xpress,PSE,2014-01-06,1
en_SGP_twoday,PAK,2014-09-15,4
en_MYS_starmy,CHN,2015-02-16,13.8333333333
en_CHN_mopost,FRA,2015-03-30,4.5
fr_DZA_xpress,IRQ,2014-12-08,1
es_CHL_tercer,VAT,2015-01-19,1.3333333333
en_CAN_starca,AUS,2014-12-22,1
en_IND_tindia,UKR,2015-03-30,2
en_GBR_guardi,VEN,2014-06-02,1
en_MYS_starmy,JPN,2014-05-19,4.8333333333
fr_DZA_xpress,SYR,2014-05-12,4.8333333333
es_MEX_univer,DEU,2015-03-09,2.5
en_MYS_starmy,GBR,2015-02-02,6.5
en_MLT_tmalta,VAT,2015-04-27,4
fr_CAN_jmontr,UKR,2014-09-15,4.8333333333
es_ESP_elpais,BEL,2015-02-09,3.5
es_VEN_univer,BRA,2015-01-26,4.5
es_MEX_univer,LBY,2015-06-01,1
es_MEX_univer,GEO,2015-02-02,1
en_CHN_chinad,UZB,2014-01-20,0.3333333333
en_JPN_jatime,HUN,2015-03-23,1
fr_FRA_lepari,USA,2015-03-09,4.5
fr_CAN_jmontr,VAT,2014-07-07,2
en_IND_tindia,UKR,2014-05-26,12
fr_FRA_lepari,CHN,2015-01-12,1
es_VEN_univer,CUB,2014-09-08,5
fr_BEL_lesoir,ZAF,2014-09-01,0.5
es_MEX_univer,VAT,2014-08-04,6.8333333333
en_NZL_nzhera,UGA,2014-01-13,2.3333333333
en_NZL_nzhera,JPN,2014-02-24,21.8333333333
es_BOL_larazo,PRK,2014-09-08,1
en_NZL_nzhera,THA,2014-01-13,18
en_SGP_twoday,FRA,2014-10-13,7.1666666667
en_PAK_newint,SDN,2014-06-23,1
en_GBR_guardi,KHM,2015-02-02,0.5
es_MEX_univer,EGY,2015-03-23,0.8333333333
en_MYS_starmy,IRQ,2014-04-21,5
en_IND_tindia,GBR,2014-04-21,1.5
en_GBR_guardi,DEU,2015-02-16,7.5
en_PAK_newint,USA,2014-10-27,10.5
en_GBR_guardi,MEX,2014-07-21,1.5
es_CHL_tercer,KOR,2014-05-19,1
es_BOL_patria,IND,2014-06-16,2
en_SGP_twoday,PRK,2014-12-08,1.8333333333
en_AUS_austra,FRA,2014-09-15,2.3333333333
es_VEN_univer,BDI,2015-05-18,2
en_ZWE_chroni,ZAF,2014-09-08,3
en_MYS_starmy,THA,2014-10-27,3
es_BOL_larazo,GIN,2014-08-11,0.25
es_CHL_mercur,KEN,2015-04-20,1
en_GBR_guardi,VEN,2014-07-28,2
en_GBR_guardi,AFG,2015-03-23,8.5
en_IND_tindia,LVA,2014-09-29,1
fr_BEL_derheu,BGD,2014-08-04,1
en_GBR_dailyt,SOM,2014-08-25,1
en_MLT_tmalta,TUR,2014-04-28,1
en_NGA_thiday,AUS,2015-06-08,1.5
en_MYS_starmy,MMR,2015-03-02,6
es_CHL_mercur,NPL,2015-05-04,9
fr_FRA_lmonde,COL,2014-05-05,2
es_MEX_jormex,EGY,2014-06-09,1
en_GBR_dailyt,EGY,2015-02-16,3.5
en_CHN_mopost,LBR,2014-07-28,2
es_MEX_jormex,RUS,2014-03-31,2
en_GBR_guardi,MEX,2014-01-20,1.5
en_SGP_twoday,IRQ,2014-11-10,36.8333333333
es_CHL_mercur,SYC,2014-05-26,0.5
en_NZL_nzhera,USA,2015-04-20,205.6666666667
es_CHL_mercur,SLV,2015-01-05,1
en_AUS_austra,SAU,2015-03-30,0.5
en_GBR_dailyt,LBR,2015-03-16,1
en_USA_wapost,SAU,2014-12-15,2
fr_DZA_xpress,SOM,2014-05-26,1.5
fr_CAN_jmontr,ZAF,2014-08-04,1
es_BOL_patria,GBR,2014-11-10,0.5
en_NZL_nzhera,DZA,2014-04-14,8
en_CAN_starca,CHN,2014-12-22,1
en_MYS_starmy,USA,2015-04-20,23.8333333333
en_USA_nytime,PAK,2014-01-27,5
en_JPN_jatime,MEX,2014-10-27,3
en_CHN_chinad,LKA,2015-05-04,0.5
en_PAK_newint,GBR,2014-08-18,4.3333333333
en_SGP_twoday,NGA,2015-01-19,5
es_CHL_mercur,PRK,2014-10-06,5.5
en_JPN_jatime,SAU,2015-03-30,2.1666666667
en_CHN_mopost,HKG,2014-08-04,0.6666666667
en_IND_tindia,USA,2014-03-17,7.6666666667
en_GBR_guardi,SOM,2015-02-23,1
en_GBR_guardi,IND,2015-02-23,16
fr_FRA_lmonde,SAU,2015-05-04,1.8333333333
en_MLT_tmalta,GRC,2014-07-28,0.5
en_GBR_guardi,IDN,2014-07-21,7
en_SGP_twoday,ARE,2015-05-04,3
es_ARG_nacion,NGA,2015-01-05,4
es_CHL_mercur,SOM,2014-12-22,1
en_IND_hindti,MYS,2014-04-21,4
en_NZL_nzhera,NPL,2014-08-04,3.5
en_USA_wapost,CHN,2014-02-17,10
en_USA_wapost,MEX,2014-02-24,5
es_BOL_patria,IRQ,2014-10-27,1
en_NZL_nzhera,BEL,2015-01-19,1
en_SGP_twoday,SYR,2015-04-06,31
en_PAK_newint,IRN,2014-10-13,2.5
en_USA_wapost,NGA,2015-01-26,1
en_SGP_twoday,FJI,2014-10-27,1
en_IND_tindia,PSE,2015-06-15,2.5
en_CHN_chinad,CAN,2014-08-04,5
es_ARG_nacion,EGY,2014-03-24,2
fr_BEL_derheu,CAF,2014-04-14,1
en_PAK_newint,KWT,2014-06-16,1
en_SGP_twoday,NZL,2014-10-13,0.5
fr_FRA_lepari,DEU,2014-07-07,1.5
fr_BEL_lesoir,GEO,2014-07-07,1
es_BOL_patria,ISR,2015-06-22,0.5
fr_DZA_elwata,USA,2015-03-23,0.8333333333
en_CHN_mopost,DEU,2014-02-24,3
es_VEN_univer,YEM,2015-03-30,11.5
es_BOL_larazo,ARG,2014-09-15,4.5
fr_BEL_derheu,RUS,2014-08-25,5.8333333333
fr_FRA_lepari,PRK,2015-01-05,1
en_GBR_dailyt,ITA,2014-04-07,7.3333333333
en_NZL_nzhera,GBR,2015-03-30,12.1666666667
en_USA_nytime,HUN,2014-10-13,2
es_ESP_elpais,MEX,2014-11-03,1
es_BOL_patria,CHN,2015-03-23,2
en_IND_tindia,NIC,2014-01-27,1
en_CHN_chinad,CHE,2014-09-01,0.3333333333
en_GBR_guardi,NPL,2015-02-09,4
en_CHN_chinad,RUS,2014-09-15,4
fr_BEL_lesoir,JPN,2014-03-17,0.5
fr_BEL_derheu,GBR,2015-02-16,1
en_JPN_jatime,PSE,2014-08-18,6.5
en_CHN_mopost,TUR,2014-10-13,2.3333333333
es_CHL_mercur,NGA,2014-12-01,0.5
fr_FRA_lmonde,DEU,2015-04-27,5.5
en_MYS_starmy,HTI,2015-01-12,5
en_IND_tindia,ITA,2014-12-29,3
en_GBR_guardi,ESP,2015-01-12,4
en_PAK_newint,EGY,2014-04-14,2.5
es_VEN_univer,SAU,2014-09-08,1
en_NGA_thiday,MYS,2015-03-23,1
fr_FRA_lmonde,ZAF,2014-07-07,1
en_JPN_jatime,PSE,2015-05-25,1
en_GBR_guardi,SYR,2014-04-14,18
en_GBR_guardi,CZE,2015-05-25,2
fr_FRA_lepari,CIV,2014-07-14,3
es_MEX_univer,EGY,2014-04-14,1
en_USA_wapost,SYR,2015-02-02,1
es_ESP_elpais,FRA,2014-03-31,18.5
es_ESP_catalu,LBN,2014-07-21,0.5
en_SGP_twoday,MLI,2014-10-13,3
es_BOL_patria,FRA,2014-07-28,0.3333333333
en_IND_hindti,GBR,2015-05-25,6
en_IND_hindti,ITA,2015-04-27,1
en_USA_nytime,PHL,2014-08-04,1
es_CHL_mercur,VEN,2014-11-24,4
en_IND_tindia,NGA,2014-11-17,1
es_VEN_univer,KOR,2015-03-16,1
fr_BEL_lesoir,RUS,2014-07-07,0.8333333333
es_MEX_univer,SLB,2014-04-07,2
fr_FRA_lepari,DZA,2014-05-05,3.5
en_GBR_dailyt,SYR,2014-12-22,2.5
en_MYS_starmy,RUS,2015-02-09,27.5
en_MLT_tmalta,TUN,2015-04-20,1.5
en_IND_hindti,AUS,2014-04-28,3
en_CHN_mopost,PER,2014-03-10,1
en_NZL_nzhera,MEX,2014-02-24,15
fr_BEL_lesoir,ZAF,2014-03-17,9
en_MYS_starmy,MLI,2014-08-11,3
es_CHL_tercer,GBR,2015-03-30,4.5
en_CHN_chinad,PSE,2014-07-07,6
en_GBR_guardi,USA,2014-01-06,150.5
en_IND_tindia,CHN,2014-12-15,5.3333333333
en_GBR_dailyt,MCO,2014-06-30,0.5
en_CAN_starca,ARE,2014-08-25,0.3333333333
en_USA_nytime,ARM,2015-05-04,1
es_BOL_patria,COL,2014-08-11,9
en_USA_wapost,THA,2014-03-24,2
