id_media,week,id_country,article_nb
en_NZL_nzhera_int,2015-02-16,PRT,3
es_MEX_jormex_int,2014-12-22,DEU,1
en_MYS_starmy_int,2014-05-26,UKR,53.3333333333
en_GBR_dailyt_int,2014-03-31,IRQ,1
en_GBR_dailyt_int,2015-04-13,COL,1
fr_FRA_lmonde_int,2014-01-20,IRQ,2
es_VEN_univer_int,2015-02-09,MEX,4.5
fr_CAN_jmontr_int,2015-01-26,CUB,0.5
en_CAN_starca_int,2014-03-03,GBR,2
es_MEX_jormex_int,2015-01-26,RUS,0.5
en_NZL_nzhera_int,2015-02-09,SAU,6.5
en_NZL_nzhera_int,2015-05-11,TWN,1
en_SGP_twoday_int,2014-10-13,NPL,15
en_GBR_guardi_int,2014-05-19,GRC,2
en_GBR_dailyt_int,2014-03-24,DNK,1
en_JPN_jatime_int,2015-06-15,LBR,1
en_SGP_twoday_int,2014-07-28,LBN,7
en_USA_nytime_int,2014-04-07,CUB,3
es_ARG_nacion_int,2014-05-12,RUS,2.1666666667
en_SGP_twoday_int,2014-09-08,EGY,4
en_CAN_starca_int,2015-01-05,USA,13
en_MLT_tmalta_int,2014-11-03,IRL,0.5
en_SGP_twoday_int,2014-12-08,YEM,6.5
en_USA_nytime_int,2014-04-28,HKG,1.5
en_GBR_dailyt_int,2014-02-17,ESP,6.5
en_IND_tindia_int,2014-12-22,SLE,1
es_VEN_univer_int,2014-11-17,MLI,3
en_NZL_nzhera_int,2014-06-16,LKA,6
en_SGP_twoday_int,2014-07-14,YEM,2
en_JPN_jatime_int,2014-04-21,MHL,1
en_AUS_austra_int,2014-11-17,CHL,1
fr_DZA_xpress_int,2015-01-19,IRN,1.3333333333
es_BOL_patria_int,2014-04-28,SYR,1
es_BOL_larazo_int,2015-01-12,NGA,1
en_USA_nytime_int,2014-08-25,GBR,10.5
en_SGP_twoday_int,2015-02-16,HUN,1.5
en_PAK_newint_int,2015-02-16,TUR,4
es_BOL_larazo_int,2014-06-23,ECU,2
en_MYS_starmy_int,2014-10-13,GIN,0.3333333333
en_NZL_nzhera_int,2014-03-03,RUS,46.5
en_JPN_jatime_int,2014-04-21,SDN,1.5
fr_BEL_lesoir_int,2014-08-04,SLE,1
en_CHN_mopost_int,2014-07-21,EGY,0.8333333333
en_ZWE_chroni_int,2015-05-11,KEN,1
fr_FRA_lmonde_int,2014-11-03,JOR,0.5
es_VEN_univer_int,2014-12-29,TUN,1
es_MEX_univer_int,2015-01-12,GIN,0.5
en_GBR_guardi_int,2015-04-20,ZAF,8
es_CHL_mercur_int,2015-02-23,BOL,7
en_MYS_starmy_int,2014-07-07,UGA,1
fr_FRA_lmonde_int,2014-09-15,GIN,2
es_MEX_jormex_int,2014-04-28,BOL,1
en_IND_tindia_int,2014-05-26,RUS,2.8333333333
en_GBR_dailyt_int,2014-11-17,AFG,3.5
fr_FRA_lepari_int,2015-02-02,TCD,1
es_ESP_catalu_int,2015-03-23,VEN,1
en_USA_wapost_int,2015-06-08,IRQ,4
en_NZL_nzhera_int,2014-12-22,SLE,2
en_PAK_newint_int,2014-10-20,IRN,7.5
en_USA_nytime_int,2014-09-08,FJI,0.5
en_USA_nytime_int,2014-09-22,BEL,1
en_MLT_tmalta_int,2014-05-19,MCO,1
en_GBR_guardi_int,2014-02-17,ISR,4.5
es_BOL_larazo_int,2015-03-16,YEM,6
en_ZWE_chroni_int,2014-05-19,USA,2.5
en_GBR_dailyt_int,2014-02-17,KOR,1
es_CHL_tercer_int,2015-04-20,ISR,1
en_CAN_starca_int,2014-06-09,BIH,1
en_NZL_nzhera_int,2015-03-09,NER,2.3333333333
es_BOL_patria_int,2014-05-05,BRA,4
en_JPN_jatime_int,2015-04-20,YEM,5
es_ARG_nacion_int,2015-05-04,FRA,1
es_VEN_univer_int,2014-10-20,SYR,14.6666666667
en_GBR_dailyt_int,2014-10-06,GRC,1
en_USA_nytime_int,2014-10-06,BOL,1
fr_BEL_derheu_int,2014-10-06,RUS,2.5
en_SGP_twoday_int,2015-02-23,JPN,16
en_IND_hindti_int,2014-07-14,LBY,3
es_MEX_univer_int,2015-05-18,PRK,3
en_GBR_guardi_int,2015-03-09,TUR,5.3333333333
en_CAN_starca_int,2015-03-16,KOR,0.3333333333
en_JPN_jatime_int,2014-09-15,KOR,1
en_USA_nytime_int,2014-03-24,LKA,7.5
en_NZL_nzhera_int,2014-06-30,VAT,3
fr_DZA_xpress_int,2015-05-11,IRN,0.5
en_GBR_guardi_int,2014-01-06,HUN,4
en_GBR_guardi_int,2014-05-05,GRC,2
en_IND_hindti_int,2014-12-15,BEL,2
en_GBR_guardi_int,2014-06-02,SDN,2
fr_FRA_lepari_int,2015-03-23,YEM,9.5
en_MYS_starmy_int,2015-03-30,SYR,25.8333333333
en_GBR_guardi_int,2015-05-18,BEL,1
es_ESP_catalu_int,2014-10-13,MEX,2.5
es_BOL_larazo_int,2014-09-15,SYR,4
es_BOL_larazo_int,2014-03-31,CUB,3
es_CHL_mercur_int,2015-06-01,CHE,0.5
es_CHL_mercur_int,2014-09-29,PRK,3.5
en_CHN_chinad_int,2014-10-20,NGA,2
en_GBR_dailyt_int,2014-10-20,SYR,8.3333333333
fr_FRA_lepari_int,2014-11-10,TUR,1
en_CHN_mopost_int,2015-03-23,SWE,2
en_IND_tindia_int,2014-07-07,DEU,1.5
en_PAK_newint_int,2014-03-03,IND,7
en_SGP_twoday_int,2015-01-05,DEU,15.3333333333
es_ESP_elpais_int,2015-03-23,SYC,1
es_MEX_jormex_int,2014-09-15,PSE,1
en_NZL_nzhera_int,2015-05-18,QAT,5
en_PAK_newint_int,2014-12-22,CUB,1.6666666667
en_USA_nytime_int,2015-01-26,DEU,1
en_GBR_dailyt_int,2014-09-08,SYR,7
es_MEX_jormex_int,2014-05-19,ITA,1
fr_FRA_lmonde_int,2014-12-22,BEL,1
es_VEN_univer_int,2015-02-02,BOL,2.65
en_NZL_nzhera_int,2015-06-29,JPN,8
fr_FRA_lmonde_int,2015-03-09,ESP,2.5
en_NZL_nzhera_int,2015-01-19,KEN,2
en_MYS_starmy_int,2015-06-29,CYP,0.8333333333
es_ARG_nacion_int,2014-04-07,VAT,10.5
es_ESP_catalu_int,2015-05-04,CUB,4
en_MYS_starmy_int,2014-11-03,PHL,1
en_USA_nytime_int,2015-02-16,LBY,8.5
en_GBR_dailyt_int,2015-02-23,MLT,1
es_VEN_univer_int,2014-11-24,SLV,1
en_CHN_chinad_int,2014-02-24,CAN,1
es_VEN_univer_int,2015-04-20,SYR,6.5
en_CHN_mopost_int,2015-03-23,AFG,3.5
en_MYS_starmy_int,2015-04-20,SYR,23.1666666667
en_AUS_austra_int,2014-10-27,ZMB,2
en_MYS_starmy_int,2015-04-27,ARM,0.8333333333
en_IND_tindia_int,2015-05-04,IRN,3
fr_DZA_elwata_int,2014-03-03,SSD,0.5
fr_DZA_elwata_int,2014-05-26,FRA,1
en_GBR_guardi_int,2014-11-10,BGR,0.5
fr_BEL_derheu_int,2015-04-06,TUR,0.3333333333
en_NZL_nzhera_int,2014-09-01,FIN,1
en_NZL_nzhera_int,2014-02-24,GEO,1
en_CAN_starca_int,2014-09-08,MEX,1
fr_FRA_lepari_int,2015-05-11,UKR,1.3333333333
en_NZL_nzhera_int,2015-04-20,ITA,12.3333333333
en_NZL_nzhera_int,2014-12-08,MDG,1.5
es_CHL_tercer_int,2014-12-01,GBR,6
en_IND_tindia_int,2014-09-29,KOR,0.5
fr_FRA_lmonde_int,2015-06-08,RUS,4.3333333333
en_SGP_twoday_int,2015-03-09,PAK,22
en_SGP_twoday_int,2014-12-01,IRQ,18.5
en_MYS_starmy_int,2014-05-05,GRC,3
en_MYS_starmy_int,2014-09-01,SLV,1
en_GBR_guardi_int,2014-05-19,MCO,1
es_MEX_univer_int,2015-03-09,NGA,1.3333333333
en_IND_hindti_int,2014-06-09,MDV,0.5
es_CHL_mercur_int,2015-03-16,TUR,1
en_MLT_tmalta_int,2014-05-12,SYR,3
en_GBR_dailyt_int,2015-05-25,PRK,2.5
fr_DZA_xpress_int,2014-07-14,RUS,1.8333333333
fr_BEL_derheu_int,2014-04-14,SYR,1
en_GBR_guardi_int,2015-06-29,IRN,3.5
en_SGP_twoday_int,2014-05-05,JPN,1.5
en_NZL_nzhera_int,2014-12-22,UGA,1
en_PAK_newint_int,2015-03-23,UKR,4
es_ARG_nacion_int,2015-03-09,CHE,0.3333333333
fr_FRA_lmonde_int,2015-01-05,LBN,1.5
en_CHN_mopost_int,2015-03-30,TUN,0.5
en_JPN_jatime_int,2015-06-29,AFG,2
en_USA_nytime_int,2014-09-15,TUR,11
en_PAK_newint_int,2015-05-04,ISR,1
en_GBR_guardi_int,2014-12-01,AFG,3.8333333333
en_GBR_dailyt_int,2014-03-03,NZL,1
en_GBR_dailyt_int,2014-06-23,SYR,5.8333333333
en_CAN_starca_int,2014-02-10,SSD,0.5
en_JPN_jatime_int,2015-03-30,ESP,1
en_USA_nytime_int,2014-10-06,JPN,8.5
en_GBR_dailyt_int,2014-02-03,NZL,2
en_NZL_nzhera_int,2014-02-24,MDA,1
en_MYS_starmy_int,2014-10-13,AZE,1
es_ESP_catalu_int,2014-07-14,PAN,1
en_USA_wapost_int,2014-11-10,VEN,1
fr_DZA_xpress_int,2015-01-26,UKR,5
es_CHL_tercer_int,2014-10-13,AFG,1
en_ZWE_chroni_int,2014-06-23,CHN,1
es_BOL_larazo_int,2014-03-24,USA,7.8333333333
es_CHL_tercer_int,2015-03-30,PER,2
es_CHL_tercer_int,2014-08-25,SUR,0.5
en_GBR_guardi_int,2014-03-10,VEN,3
es_BOL_larazo_int,2015-03-02,USA,6.3333333333
en_CHN_chinad_int,2015-01-12,EGY,2
en_USA_nytime_int,2015-05-04,IRL,1
en_CHN_chinad_int,2014-07-07,ZWE,1
en_MYS_starmy_int,2015-04-13,AZE,1
es_VEN_univer_int,2015-06-29,DOM,0.5
en_CHN_chinad_int,2014-10-27,CUB,0.5
en_NZL_nzhera_int,2014-09-15,MAC,2
fr_BEL_lesoir_int,2014-10-13,ITA,4.3333333333
en_SGP_twoday_int,2014-12-08,NGA,9
en_IND_tindia_int,2015-06-22,MEX,1
fr_FRA_lmonde_int,2014-04-21,BGD,2
es_ESP_catalu_int,2014-12-08,VAT,1
en_MYS_starmy_int,2015-05-18,LBY,10
en_GBR_guardi_int,2014-12-22,DZA,1
en_USA_wapost_int,2014-02-10,CHE,1
en_JPN_jatime_int,2015-02-02,SAU,1
en_IND_tindia_int,2014-09-15,IRN,2.5
en_GBR_guardi_int,2015-06-22,KEN,4
en_CHN_mopost_int,2014-03-24,BRA,1
es_BOL_patria_int,2014-10-06,MYS,1
en_IND_tindia_int,2015-05-11,PHL,3.5
en_NZL_nzhera_int,2014-11-03,MLI,2
en_CHN_chinad_int,2014-01-20,DNK,2
fr_CAN_jmontr_int,2014-08-25,GBR,4
en_USA_wapost_int,2014-03-17,BGD,1
es_VEN_univer_int,2014-12-08,NIC,2
fr_FRA_lepari_int,2015-02-23,BEL,1.5
es_ESP_elpais_int,2015-03-16,SRB,3
en_GBR_dailyt_int,2015-04-27,BGD,0.3333333333
en_GBR_dailyt_int,2014-07-28,POL,2
en_NZL_nzhera_int,2015-05-11,GEO,0.5
en_JPN_jatime_int,2015-05-04,CAF,0.5
en_GBR_guardi_int,2014-08-04,LBR,1.3333333333
fr_FRA_lmonde_int,2014-01-27,ISR,1
es_MEX_univer_int,2014-07-07,CRI,1
en_GBR_dailyt_int,2015-05-18,MYS,3.5
fr_DZA_xpress_int,2014-12-01,NGA,3
es_BOL_larazo_int,2015-06-15,IDN,1
es_BOL_patria_int,2015-02-02,IRN,1
en_MYS_starmy_int,2014-05-12,ROU,1
es_VEN_univer_int,2015-04-27,CAN,1
en_IND_hindti_int,2015-06-01,SYR,4.3333333333
es_VEN_univer_int,2015-04-27,ARG,8.5
en_JPN_jatime_int,2014-10-13,CAN,3
fr_BEL_lesoir_int,2014-12-01,UKR,4
fr_DZA_xpress_int,2014-12-22,CUB,0.5
en_PAK_newint_int,2014-01-06,PHL,3
fr_FRA_lepari_int,2015-05-04,MCO,1
es_BOL_patria_int,2014-03-24,BRA,2.5
es_ESP_elpais_int,2014-05-12,UKR,16
en_CAN_starca_int,2014-11-24,SAU,2
es_MEX_univer_int,2015-06-08,IDN,2
es_ESP_elpais_int,2015-02-16,SOM,1
en_GBR_guardi_int,2014-07-28,GEO,1
en_NZL_nzhera_int,2014-05-19,GBR,20.5
en_MYS_starmy_int,2015-06-01,IRL,4
en_JPN_jatime_int,2015-04-27,IDN,2.5
es_MEX_univer_int,2014-03-24,SYR,4.8333333333
en_IND_tindia_int,2015-02-16,MYS,1
en_CAN_starca_int,2015-02-09,RUS,2
es_MEX_univer_int,2015-02-16,ISR,1
en_SGP_twoday_int,2015-04-20,YEM,52.8333333333
es_VEN_univer_int,2014-05-19,PAK,1
en_GBR_guardi_int,2014-08-04,ARM,1
en_JPN_jatime_int,2015-06-08,VAT,1.3333333333
en_CHN_chinad_int,2015-06-15,BLR,1
en_MYS_starmy_int,2014-07-28,GRC,3
fr_FRA_lepari_int,2014-03-31,TCD,0.5
es_CHL_tercer_int,2014-10-27,BFA,9.5
fr_FRA_lepari_int,2014-01-13,JPN,1
es_MEX_univer_int,2014-08-18,UKR,18
en_SGP_twoday_int,2015-02-16,SLE,1
es_VEN_univer_int,2014-10-20,SLV,1
en_MLT_tmalta_int,2014-10-20,NGA,1
en_USA_nytime_int,2014-05-19,MYS,4.5
en_PAK_newint_int,2014-07-28,SSD,0.5
en_IND_tindia_int,2014-07-14,ISR,7.6666666667
en_IND_tindia_int,2014-03-24,KOR,1
fr_BEL_derheu_int,2014-08-25,NIC,1
fr_DZA_elwata_int,2014-01-27,CAF,2
es_CHL_tercer_int,2014-12-15,TUR,1
es_MEX_jormex_int,2014-10-13,SYC,0.5
fr_DZA_xpress_int,2015-05-11,EGY,1
en_USA_nytime_int,2015-02-23,EGY,14
en_AUS_austra_int,2014-03-10,IDN,1
fr_FRA_lepari_int,2014-11-17,ZAF,1
en_MYS_starmy_int,2014-12-01,SOM,12.5
es_MEX_univer_int,2014-10-13,AUS,1.5
en_NZL_nzhera_int,2014-08-25,MYS,5.5
fr_DZA_xpress_int,2015-05-04,BDI,3
en_GBR_dailyt_int,2013-12-30,SDN,1.8333333333
en_SGP_twoday_int,2015-03-16,SOM,1.5
es_CHL_tercer_int,2014-08-25,DZA,0.5
en_PAK_newint_int,2015-01-05,NOR,0.5
en_SGP_twoday_int,2014-09-29,SAU,3.6666666667
es_ARG_nacion_int,2015-02-23,CHN,2
en_IND_hindti_int,2015-04-27,GBR,10.5
fr_CAN_jmontr_int,2014-06-09,AUS,2
en_PAK_newint_int,2014-08-25,SAU,5
en_CHN_mopost_int,2014-10-27,AFG,2
fr_DZA_xpress_int,2015-03-02,TUR,0.5
es_MEX_jormex_int,2014-08-04,PSE,6
es_MEX_univer_int,2015-03-09,CRI,1
fr_CAN_jmontr_int,2014-12-01,AUS,2
en_GBR_guardi_int,2014-04-28,SDN,1.8333333333
es_BOL_larazo_int,2014-07-28,TWN,2
en_CHN_mopost_int,2015-02-16,CAN,4
en_NZL_nzhera_int,2015-03-30,SLE,2.3333333333
es_BOL_patria_int,2015-01-12,HTI,3
en_CAN_starca_int,2014-12-08,YEM,2
es_MEX_jormex_int,2015-05-18,EGY,1
en_AUS_austra_int,2015-03-23,FRA,3
en_CHN_chinad_int,2015-05-11,JPN,15.5
en_MLT_tmalta_int,2014-09-01,IRQ,7
en_GBR_guardi_int,2014-09-08,ARG,1
en_GBR_dailyt_int,2014-11-03,SLE,2
en_CHN_mopost_int,2015-03-23,FRA,9.5
es_ESP_catalu_int,2015-06-22,CIV,1
en_ZWE_chroni_int,2014-03-10,MYS,2
en_USA_nytime_int,2015-02-23,NLD,1
en_GBR_guardi_int,2014-09-15,IRQ,13
en_SGP_twoday_int,2014-10-06,BEL,3
es_BOL_patria_int,2014-10-20,TUN,1
en_GBR_guardi_int,2014-07-28,NGA,1
en_PAK_newint_int,2014-11-17,JPN,2
en_CHN_mopost_int,2014-06-30,SGP,0.5
en_NZL_nzhera_int,2014-07-07,CHL,1
es_BOL_patria_int,2014-11-10,MEX,2
en_PAK_newint_int,2014-02-17,IRN,5
en_AUS_austra_int,2015-05-25,UKR,1
en_SGP_twoday_int,2014-06-16,LBN,1
en_GBR_guardi_int,2015-05-18,SGP,2.5
en_AUS_austra_int,2015-02-16,DNK,1
es_CHL_mercur_int,2015-05-04,LUX,1
fr_BEL_lesoir_int,2015-06-15,ARM,3.5
en_JPN_jatime_int,2015-04-06,CHL,1
en_CAN_starca_int,2014-07-07,YEM,1
en_CHN_mopost_int,2014-10-13,SWE,0.5
en_USA_wapost_int,2014-07-21,BRA,1
es_MEX_univer_int,2015-02-02,GTM,3
en_USA_nytime_int,2014-04-07,KEN,0.5
fr_CAN_jmontr_int,2014-09-22,SYR,11.3333333333
es_VEN_univer_int,2014-12-15,LBN,0.5
en_PAK_newint_int,2015-02-23,BGD,0.5
fr_FRA_lmonde_int,2014-10-06,LBY,1
en_IND_tindia_int,2014-03-31,LBN,0.5
en_NZL_nzhera_int,2014-05-26,IRN,14
en_NZL_nzhera_int,2014-07-28,MYS,0.5
en_USA_nytime_int,2014-04-21,VAT,1
en_PAK_newint_int,2014-12-08,MLI,1
en_CHN_mopost_int,2014-02-17,CAN,4
en_NZL_nzhera_int,2014-10-20,ZMB,2
es_ESP_elpais_int,2014-11-24,GBR,15
en_JPN_jatime_int,2014-09-15,LBR,1
en_MYS_starmy_int,2015-01-26,USA,15.5
en_NGA_thiday_int,2014-03-24,ESP,1
en_NGA_thiday_int,2014-12-29,PAK,1
es_ESP_elpais_int,2014-11-17,NGA,0.5
es_CHL_tercer_int,2015-03-30,FRA,3.1666666667
en_ZWE_chroni_int,2014-02-24,USA,0.5
en_NZL_nzhera_int,2014-01-20,IRN,24.8333333333
en_CAN_starca_int,2014-06-16,ALB,1
es_ESP_catalu_int,2014-09-29,ITA,1
es_ARG_nacion_int,2014-07-14,URY,1
en_CHN_mopost_int,2014-02-03,IND,1
en_CHN_mopost_int,2014-12-01,ARE,0.5
en_NZL_nzhera_int,2015-06-15,RUS,11.8333333333
es_CHL_mercur_int,2015-05-25,UKR,1.8333333333
fr_FRA_lmonde_int,2014-04-28,IRL,7
en_MLT_tmalta_int,2014-04-28,SYR,7
es_BOL_larazo_int,2014-05-05,SYR,1
en_NZL_nzhera_int,2015-01-05,TWN,1.1666666667
es_BOL_larazo_int,2015-06-15,NPL,1
en_SGP_twoday_int,2014-08-18,NLD,1.5
en_AUS_austra_int,2014-03-31,TUR,2
fr_DZA_xpress_int,2015-02-02,ISR,0.5
fr_FRA_lmonde_int,2015-06-29,IDN,3
en_SGP_twoday_int,2015-01-05,RUS,8.1666666667
en_NZL_nzhera_int,2015-01-12,XK,0.5
es_VEN_univer_int,2015-01-19,FRA,6
fr_BEL_lesoir_int,2014-03-24,JPN,1
en_GBR_guardi_int,2014-04-14,SDN,2
en_MYS_starmy_int,2015-06-08,LTU,1
en_IND_hindti_int,2014-06-23,YEM,1
en_SGP_twoday_int,2014-06-16,SYR,7.7
es_VEN_univer_int,2014-12-15,BLR,0.5
en_GBR_dailyt_int,2015-02-23,IND,3
es_VEN_univer_int,2014-09-29,BOL,6
fr_CAN_jmontr_int,2014-11-10,USA,10
es_ARG_nacion_int,2014-06-09,USA,8.5
en_NZL_nzhera_int,2015-01-12,COL,1.5
es_MEX_jormex_int,2014-10-20,VEN,2.5
en_GBR_guardi_int,2014-09-15,AUS,61
en_MLT_tmalta_int,2014-12-08,GBR,7.5
en_MYS_starmy_int,2015-05-18,NPL,2.5
es_MEX_univer_int,2014-08-25,VEN,1
en_MYS_starmy_int,2014-09-08,ITA,2.5
fr_FRA_lmonde_int,2015-06-22,ERI,1
en_NZL_nzhera_int,2014-10-06,SAU,3
en_CHN_mopost_int,2015-01-26,BLR,0.5
en_JPN_jatime_int,2014-08-11,GBR,1
es_CHL_mercur_int,2014-06-09,ITA,0.5
en_IND_tindia_int,2014-10-13,SAU,1.3333333333
en_NZL_nzhera_int,2015-02-09,PAK,10
en_GBR_dailyt_int,2015-04-13,IRN,3.3333333333
en_AUS_austra_int,2015-05-18,MMR,3
en_GBR_dailyt_int,2015-03-09,COL,1
es_CHL_mercur_int,2015-01-12,URY,2
en_CAN_starca_int,2014-04-28,PSE,1
en_CAN_starca_int,2014-01-13,FRA,6
en_MYS_starmy_int,2014-05-05,UGA,2.3333333333
es_VEN_univer_int,2014-05-19,COL,37
en_NZL_nzhera_int,2014-03-17,BHS,1
en_CHN_chinad_int,2014-12-08,THA,5.3333333333
en_MYS_starmy_int,2015-06-15,IDN,2
es_CHL_mercur_int,2015-05-04,COL,4.5
fr_DZA_elwata_int,2014-09-01,FRA,1
es_VEN_univer_int,2014-04-21,JOR,0.5
en_SGP_twoday_int,2014-11-03,VAT,1
en_NZL_nzhera_int,2015-06-22,MDA,2
es_ESP_elpais_int,2015-02-09,USA,20.5833333333
en_CHN_chinad_int,2015-02-16,BEL,1
en_CHN_chinad_int,2015-03-16,BRA,3
en_JPN_jatime_int,2015-03-09,DEU,0.5
en_USA_nytime_int,2014-06-23,FRA,5.5
es_CHL_mercur_int,2014-06-09,THA,2.5
fr_FRA_lepari_int,2014-06-23,USA,3.3333333333
en_CHN_chinad_int,2014-04-21,POL,1
en_NZL_nzhera_int,2014-01-20,YEM,2.5
en_GBR_guardi_int,2014-06-23,NER,1
en_USA_nytime_int,2015-03-16,MYS,1
en_USA_nytime_int,2014-01-13,EGY,13
fr_BEL_derheu_int,2015-02-09,IRQ,1.5
en_NZL_nzhera_int,2014-12-15,ITA,5.5
fr_FRA_lmonde_int,2014-03-10,SYR,19
en_CAN_starca_int,2014-12-01,IRN,1
en_USA_nytime_int,2015-02-09,BLR,2
en_MLT_tmalta_int,2015-01-26,CAN,1
en_GBR_guardi_int,2014-02-10,BWA,0.5
en_PAK_newint_int,2014-10-06,PRK,1
en_JPN_jatime_int,2014-06-02,GBR,2
es_ESP_elpais_int,2014-12-29,FRA,1
en_CHN_chinad_int,2014-12-08,NZL,1
es_CHL_tercer_int,2015-03-23,ARG,7
en_NZL_nzhera_int,2014-03-31,SLB,5
en_USA_wapost_int,2015-03-16,SYR,5
en_CHN_mopost_int,2014-11-10,GRC,1
en_IND_tindia_int,2015-05-18,FRA,3.3333333333
es_BOL_larazo_int,2014-06-09,URY,2.5
en_SGP_twoday_int,2015-03-09,LVA,0.5
en_NZL_nzhera_int,2015-01-05,GTM,2.5
fr_BEL_lesoir_int,2014-06-16,UKR,10.5
en_GBR_guardi_int,2014-11-10,IRQ,8.1666666667
en_MYS_starmy_int,2014-06-23,RUS,23.3333333333
es_ESP_elpais_int,2015-03-23,AFG,0.5
es_BOL_larazo_int,2014-07-07,CUB,0.5
en_NZL_nzhera_int,2014-12-08,LBN,2.5
es_CHL_mercur_int,2014-09-01,CHE,0.6666666667
es_BOL_larazo_int,2014-04-21,SYR,2
fr_BEL_derheu_int,2014-10-06,ESP,4.5
es_ESP_catalu_int,2014-11-24,MDG,1
en_MYS_starmy_int,2014-11-24,HKG,16.8333333333
en_GBR_dailyt_int,2014-10-27,BFA,11
en_AUS_austra_int,2015-03-16,MYS,1
en_GBR_dailyt_int,2014-03-31,SAU,1
en_NZL_nzhera_int,2014-02-17,XK,2
en_SGP_twoday_int,2014-10-13,MEX,5.5
es_MEX_jormex_int,2015-06-15,RUS,2.5
en_AUS_austra_int,2014-12-01,HKG,2
en_GBR_dailyt_int,2014-06-30,ZAF,31
fr_DZA_elwata_int,2015-05-18,NPL,1
en_CHN_chinad_int,2015-05-25,PNG,0.5
en_USA_nytime_int,2015-02-23,JPN,2.5
es_MEX_univer_int,2015-01-26,VAT,6.5
en_GBR_dailyt_int,2015-05-04,EGY,1
en_GBR_dailyt_int,2015-03-02,NGA,0.5
en_NZL_nzhera_int,2015-06-15,MEX,18.5
en_USA_nytime_int,2015-01-05,LBN,3
en_MLT_tmalta_int,2014-10-20,HKG,4
en_AUS_austra_int,2014-07-21,USA,4
en_USA_nytime_int,2014-12-22,MMR,0.5
en_CHN_mopost_int,2014-04-28,NGA,4
en_GBR_dailyt_int,2014-05-19,MWI,4
es_VEN_univer_int,2014-04-28,BOL,5
en_SGP_twoday_int,2014-09-29,NLD,1.5
en_IND_tindia_int,2014-12-29,IRQ,2
es_MEX_jormex_int,2014-04-14,UKR,8.5
es_MEX_univer_int,2014-04-14,GMB,1
en_GBR_guardi_int,2014-04-21,ZWE,1
es_VEN_univer_int,2015-03-02,KOR,2
es_ESP_catalu_int,2014-12-08,SAU,0.5
en_MYS_starmy_int,2014-09-29,TUR,19.0833333333
en_IND_tindia_int,2015-02-16,PAK,2
en_SGP_twoday_int,2015-05-04,DEU,18.5
en_IND_tindia_int,2015-04-06,GRC,0.5
en_GBR_dailyt_int,2015-02-09,NZL,3
en_CHN_mopost_int,2014-10-13,USA,34.5
en_MYS_starmy_int,2015-06-15,DZA,2.8333333333
fr_DZA_xpress_int,2014-03-10,PSE,2
en_PAK_newint_int,2014-03-31,ZAF,1
en_ZWE_chroni_int,2014-12-29,CHN,1
es_BOL_larazo_int,2015-02-23,CHL,3
es_CHL_mercur_int,2014-12-08,GIN,0.5
fr_BEL_lesoir_int,2015-05-11,AUS,1
en_PAK_newint_int,2014-05-19,THA,4
en_SGP_twoday_int,2015-03-30,TUR,36.8333333333
es_BOL_larazo_int,2014-03-24,ARG,4
en_SGP_twoday_int,2014-09-29,NRU,0.5
en_ZWE_chroni_int,2014-11-10,HKG,0.5
fr_FRA_lmonde_int,2014-03-03,ISR,1.6666666667
fr_BEL_lesoir_int,2015-02-09,ISR,2
en_CHN_chinad_int,2014-04-21,PRK,1
fr_FRA_lmonde_int,2014-05-19,UKR,20.3333333333
en_PAK_newint_int,2015-02-09,HKG,1
es_BOL_larazo_int,2015-02-23,AFG,4
es_VEN_univer_int,2015-01-12,BGR,1
en_NZL_nzhera_int,2014-08-04,CAN,4.2
en_CAN_starca_int,2015-02-23,SAU,1
es_ESP_catalu_int,2015-01-05,DEU,5
en_CHN_mopost_int,2014-10-13,BRA,1
fr_BEL_derheu_int,2014-08-04,VAT,1.5
en_NGA_thiday_int,2015-03-30,BEL,1
en_GBR_guardi_int,2015-06-15,CHE,1.5
en_JPN_jatime_int,2014-10-20,ESP,1
es_MEX_univer_int,2015-05-04,IDN,2
en_MYS_starmy_int,2015-05-11,VEN,3
en_USA_wapost_int,2014-06-23,JPN,3
fr_FRA_lmonde_int,2015-01-19,PHL,0.5
fr_DZA_elwata_int,2014-12-29,ESH,1
es_BOL_patria_int,2014-04-14,URY,1.5
es_MEX_univer_int,2014-12-22,HRV,1
en_JPN_jatime_int,2015-05-04,BDI,1
es_ARG_nacion_int,2015-02-02,GBR,2
en_CAN_starca_int,2014-08-04,SYR,1.5
en_ZWE_chroni_int,2014-06-23,SDN,2
en_CHN_mopost_int,2015-05-25,DEU,0.5
en_JPN_jatime_int,2015-04-20,UKR,1.5
en_MYS_starmy_int,2014-10-27,GRC,1
es_CHL_mercur_int,2015-01-19,VAT,2.5
en_CHN_chinad_int,2014-11-17,LBY,1
en_MYS_starmy_int,2015-06-01,AUT,0.5
fr_FRA_lepari_int,2014-06-23,DEU,0.8333333333
en_GBR_guardi_int,2014-10-27,IRQ,8.5
en_NGA_thiday_int,2014-05-05,BRA,4
en_NZL_nzhera_int,2014-02-17,ESP,6
en_USA_nytime_int,2014-07-28,HTI,1
en_IND_hindti_int,2015-03-23,ISR,4.5
fr_DZA_xpress_int,2014-02-17,IDN,0.5
fr_DZA_elwata_int,2014-07-21,FRA,2
