id_media,week,id_country,article_nb
fr_BEL_derheu_int,2015-04-27,DEU,0.5
en_CHN_chinad_int,2015-05-25,LBR,1
en_GBR_guardi_int,2015-04-06,BEL,2
en_MYS_starmy_int,2015-06-08,OMN,0.5
en_MYS_starmy_int,2014-12-01,NLD,1
es_BOL_patria_int,2014-12-15,ESP,1.5
en_MYS_starmy_int,2015-01-26,AZE,1
en_NZL_nzhera_int,2014-02-17,JOR,1
en_GBR_dailyt_int,2014-12-22,CUB,1
en_AUS_austra_int,2015-01-19,JPN,1
es_ESP_catalu_int,2014-10-20,EGY,2
en_CAN_starca_int,2014-12-08,URY,1
es_CHL_tercer_int,2014-06-23,AFG,1.5
en_MYS_starmy_int,2014-12-29,BRA,2
en_USA_nytime_int,2015-04-13,PSE,3
es_ESP_elpais_int,2014-08-18,GBR,6.5
en_GBR_dailyt_int,2014-09-29,PSE,3.3333333333
es_BOL_larazo_int,2014-11-03,ECU,1.5
en_JPN_jatime_int,2014-12-08,URY,1
es_ESP_catalu_int,2014-04-28,GBR,2
en_GBR_guardi_int,2014-01-13,NRU,1
fr_DZA_xpress_int,2014-05-26,SYR,3.3333333333
fr_FRA_lmonde_int,2014-07-14,MEX,3
es_BOL_larazo_int,2014-07-14,NLD,0.5
fr_FRA_lmonde_int,2014-01-06,BGD,2
en_SGP_twoday_int,2015-05-18,ARG,1
fr_FRA_lmonde_int,2014-10-13,IRN,3
en_IND_hindti_int,2015-05-18,PRK,2
es_BOL_larazo_int,2014-06-02,AFG,2
es_ESP_elpais_int,2015-03-02,FRA,3.5
fr_FRA_lepari_int,2015-06-15,MEX,1
en_MLT_tmalta_int,2014-06-16,AUT,1
es_MEX_univer_int,2014-05-12,CUB,3
en_USA_wapost_int,2015-04-27,GBR,5
es_ESP_elpais_int,2015-06-01,HKG,1
en_USA_nytime_int,2014-09-08,PER,1
es_VEN_univer_int,2015-02-16,YEM,3
en_PAK_newint_int,2014-03-24,SWE,1
en_CHN_mopost_int,2014-07-28,CAN,2.3333333333
es_ESP_elpais_int,2014-12-01,DZA,0.5
fr_DZA_elwata_int,2014-06-23,IRQ,1
es_CHL_mercur_int,2014-04-07,BEL,1
en_MYS_starmy_int,2014-09-01,MEX,2
es_MEX_univer_int,2014-07-21,SYC,0.5
en_CHN_chinad_int,2014-01-06,BGD,0.5
en_JPN_jatime_int,2015-05-25,IRN,2.5
es_CHL_tercer_int,2014-09-29,FRA,0.5
en_SGP_twoday_int,2015-04-13,CAF,1.5
en_MYS_starmy_int,2014-10-20,PRK,11.5
es_MEX_jormex_int,2014-09-29,VNM,1
fr_FRA_lmonde_int,2014-01-20,JOR,1
en_MLT_tmalta_int,2014-11-24,LBY,1
en_NZL_nzhera_int,2014-07-21,VEN,11.5
en_IND_hindti_int,2014-10-13,GBR,2.3333333333
es_CHL_mercur_int,2015-03-23,BGD,1
en_SGP_twoday_int,2014-05-26,ARE,0.5
en_CHN_chinad_int,2014-03-17,IND,11
fr_CAN_jmontr_int,2014-08-18,FRA,0.5
en_CHN_chinad_int,2015-04-27,ITA,3
es_MEX_univer_int,2014-10-13,VAT,7
en_IND_hindti_int,2014-05-05,HKG,2
en_NZL_nzhera_int,2014-05-19,CUB,2
es_ESP_elpais_int,2015-04-13,FRA,6
en_NZL_nzhera_int,2015-06-29,BDI,1
es_BOL_larazo_int,2014-05-19,THA,8
es_CHL_mercur_int,2015-04-27,PAK,1
en_SGP_twoday_int,2015-05-11,DZA,4.8333333333
fr_DZA_xpress_int,2015-05-25,TUR,1.5
en_AUS_hersun_int,2015-01-26,GBR,2
en_PAK_newint_int,2014-02-10,IRQ,4
en_USA_wapost_int,2015-05-18,IRQ,10
en_NZL_nzhera_int,2015-03-09,ITA,6.3333333333
es_ESP_elpais_int,2014-06-30,SYC,1
en_PAK_newint_int,2014-06-23,DEU,1
es_ESP_elpais_int,2014-08-04,DEU,2
en_PAK_newint_int,2014-10-13,RUS,5.5
en_IND_tindia_int,2015-04-27,ISR,1
fr_FRA_lmonde_int,2014-09-22,BRA,1
en_NZL_nzhera_int,2014-04-07,COG,3
en_IND_tindia_int,2014-04-28,UKR,7.8333333333
en_NZL_nzhera_int,2014-08-25,CUB,2.5
fr_CAN_jmontr_int,2015-01-05,USA,5
en_NGA_thiday_int,2014-11-10,RUS,0.3333333333
en_NGA_thiday_int,2014-03-24,POL,0.5
en_IND_hindti_int,2014-09-29,PRK,1
es_MEX_univer_int,2015-04-06,BOL,1.5
en_IND_tindia_int,2014-06-23,CHN,2
es_CHL_tercer_int,2014-05-12,SYR,2.8333333333
fr_DZA_xpress_int,2014-11-17,IRQ,0.5
en_SGP_twoday_int,2014-12-01,TUN,2
es_VEN_univer_int,2015-06-15,PSE,2
en_NZL_nzhera_int,2015-01-05,THA,7
en_NZL_nzhera_int,2015-01-12,MNE,0.5
fr_CAN_jmontr_int,2014-07-21,TWN,0.5
en_AUS_hersun_int,2015-06-08,USA,6
en_MYS_starmy_int,2014-09-01,ESP,1
fr_DZA_xpress_int,2014-04-07,PAK,1
en_AUS_austra_int,2015-02-09,CUB,1
en_USA_nytime_int,2014-03-03,IRL,1
en_NGA_thiday_int,2014-06-30,CHN,1
es_CHL_mercur_int,2015-04-06,ITA,4.5
en_USA_wapost_int,2014-04-14,PSE,2
es_VEN_univer_int,2014-12-15,SYC,0.3333333333
en_JPN_jatime_int,2014-12-22,QAT,0.5
es_CHL_mercur_int,2014-07-21,COL,2.5
en_ZWE_chroni_int,2014-09-29,NGA,3
fr_DZA_xpress_int,2015-04-20,CIV,1
en_CHN_chinad_int,2014-06-16,KHM,1
en_USA_nytime_int,2014-04-07,SYR,10
en_CAN_starca_int,2015-04-27,CHN,1
en_PAK_newint_int,2014-10-13,DEU,2.5
en_SGP_twoday_int,2014-10-06,BGR,8.5
es_ESP_elpais_int,2015-01-26,SAU,2.5
en_CHN_mopost_int,2015-04-06,NLD,2.5
en_CHN_chinad_int,2014-08-25,BRA,2
en_GBR_dailyt_int,2014-03-17,THA,3
en_GBR_guardi_int,2015-06-01,GUY,1
es_MEX_jormex_int,2014-11-03,SYC,0.5
es_ESP_elpais_int,2014-10-27,PSE,3.5
en_GBR_dailyt_int,2015-05-18,EGY,1
en_SGP_twoday_int,2015-03-23,YEM,105.5
es_ESP_elpais_int,2015-04-20,BEL,1.5
en_NGA_thiday_int,2015-02-09,BEN,1
en_SGP_twoday_int,2015-03-09,CYP,0.5
es_ARG_nacion_int,2014-09-08,DEU,1
en_IND_tindia_int,2015-02-16,HTI,1
en_GBR_guardi_int,2014-06-02,LBY,3
en_AUS_austra_int,2015-01-26,NLD,1
en_PAK_newint_int,2015-05-04,KAZ,0.3333333333
es_VEN_univer_int,2014-12-29,GRC,6.5
fr_DZA_xpress_int,2015-02-23,CIV,1
en_CHN_mopost_int,2014-11-24,ITA,1
en_PAK_newint_int,2014-03-03,TUR,4
es_CHL_mercur_int,2014-06-23,LBY,1.5
en_GBR_dailyt_int,2014-01-20,TUR,2
en_NZL_nzhera_int,2015-04-13,GBR,22
en_NZL_nzhera_int,2015-04-13,IND,16.5
en_NZL_nzhera_int,2014-05-05,CAN,5
fr_FRA_lmonde_int,2014-06-30,JPN,5
fr_FRA_lepari_int,2014-05-26,IND,0.5
en_MYS_starmy_int,2014-12-29,ESP,2
en_JPN_jatime_int,2014-12-29,GBR,6
en_NZL_nzhera_int,2014-05-12,CHE,2
es_ESP_elpais_int,2015-05-04,PER,1
es_ESP_catalu_int,2014-10-27,BEL,1.6666666667
en_CHN_mopost_int,2014-07-21,RUS,7.6666666667
en_MYS_starmy_int,2014-12-08,NGA,9.5
en_IND_tindia_int,2014-04-21,SYR,4.5
en_USA_nytime_int,2014-02-10,IRN,10.5
es_VEN_univer_int,2014-04-07,CRI,10
en_USA_wapost_int,2014-12-15,DEU,1
en_AUS_austra_int,2014-12-15,CHN,1.5
en_PAK_newint_int,2014-02-17,LBY,1
en_SGP_twoday_int,2015-03-30,NGA,44.8333333333
es_CHL_mercur_int,2015-01-12,IND,1.5
en_USA_nytime_int,2014-06-23,SAU,2
en_CAN_starca_int,2014-12-08,GHA,1
en_USA_nytime_int,2014-12-15,LBR,2
en_GBR_dailyt_int,2014-02-24,NOR,2
en_GBR_dailyt_int,2014-05-26,SWE,1
es_ARG_nacion_int,2014-09-01,PRK,1
fr_DZA_elwata_int,2015-05-18,QAT,1
fr_BEL_derheu_int,2014-06-02,MEX,1
en_CHN_chinad_int,2014-09-01,RUS,12
en_CHN_mopost_int,2015-01-26,GBR,2
en_GBR_guardi_int,2014-06-09,BEN,1
en_SGP_twoday_int,2014-11-24,BFA,2
en_MLT_tmalta_int,2014-12-22,DEU,2
en_CHN_chinad_int,2014-06-16,USA,20.6666666667
en_USA_wapost_int,2014-01-27,IRQ,3
en_NZL_nzhera_int,2014-01-06,PHL,3.5
en_IND_tindia_int,2014-10-27,IRQ,6
en_AUS_hersun_int,2014-10-27,GBR,1
en_AUS_austra_int,2014-01-06,TON,5
en_GBR_dailyt_int,2015-04-06,MRT,0.5
en_IND_tindia_int,2014-09-08,CHL,2
fr_DZA_elwata_int,2014-07-28,ISR,4.5
es_CHL_tercer_int,2014-09-15,LBY,1
en_MYS_starmy_int,2015-05-25,AFG,11
es_MEX_univer_int,2014-06-23,GBR,1
en_MYS_starmy_int,2014-06-30,HUN,1
en_IND_hindti_int,2015-05-04,AUS,1
es_CHL_tercer_int,2014-06-23,BRA,3
en_GBR_guardi_int,2015-01-26,HND,1
en_NZL_nzhera_int,2014-12-01,DEU,21.8333333333
es_CHL_tercer_int,2014-12-08,PER,0.5
fr_DZA_xpress_int,2014-03-03,LBN,0.3333333333
en_GBR_dailyt_int,2014-06-16,ITA,2.5
fr_FRA_lepari_int,2015-03-02,USA,17.1666666667
en_MYS_starmy_int,2014-11-10,ROU,5
en_USA_nytime_int,2014-10-06,ZAF,1.5
en_MYS_starmy_int,2014-10-27,ARM,0.3333333333
es_VEN_univer_int,2014-05-26,RUS,6.5
en_NZL_nzhera_int,2015-03-30,MYS,6.5
fr_DZA_elwata_int,2015-02-09,MLI,2
en_NZL_nzhera_int,2014-05-05,FIN,1
es_BOL_larazo_int,2014-08-25,LBN,0.5
en_IND_hindti_int,2014-05-19,PAK,3.3333333333
en_CHN_mopost_int,2014-05-19,ISR,0.5
es_ESP_elpais_int,2014-07-28,NLD,1
en_PAK_newint_int,2014-07-28,THA,1
fr_DZA_xpress_int,2015-02-02,UKR,2.0833333333
en_GBR_guardi_int,2014-05-26,MWI,3
es_VEN_univer_int,2014-09-22,GBR,14.5
en_CHN_mopost_int,2014-05-12,TUR,17
en_CHN_mopost_int,2014-09-01,GBR,7.3333333333
fr_FRA_lmonde_int,2014-09-08,URY,1
en_SGP_twoday_int,2015-05-25,IRN,21
fr_DZA_xpress_int,2014-04-14,SSD,2
es_CHL_tercer_int,2014-06-02,USA,13.5
es_BOL_patria_int,2015-03-16,VUT,2
en_CHN_mopost_int,2014-08-04,IDN,0.5
en_PAK_newint_int,2015-03-23,ARE,1
en_CHN_mopost_int,2015-01-12,GIN,1.5
fr_FRA_lepari_int,2014-04-07,NOR,1.5
es_BOL_patria_int,2015-04-06,VEN,2.5
en_MYS_starmy_int,2014-10-13,PAK,5
en_NGA_thiday_int,2015-01-05,PRT,1
es_VEN_univer_int,2015-02-16,MEX,5
en_IND_hindti_int,2015-03-16,SYR,6
es_ARG_nacion_int,2015-02-23,ESP,1
en_GBR_dailyt_int,2014-02-24,EGY,4.5
en_GBR_guardi_int,2014-06-30,USA,73.6666666667
en_NZL_nzhera_int,2014-10-27,MEX,26
en_MLT_tmalta_int,2014-06-30,GRC,1
en_PAK_newint_int,2015-06-29,IRN,1
en_IND_tindia_int,2014-12-08,COG,1
en_USA_nytime_int,2014-04-14,SYR,13.5
en_NZL_nzhera_int,2015-05-04,VAT,8.5
en_ZWE_chroni_int,2014-04-21,USA,2.1666666667
en_PAK_newint_int,2015-02-09,BHR,2
en_IND_hindti_int,2014-06-16,AFG,1.5
en_GBR_dailyt_int,2014-06-23,POL,1
en_NZL_nzhera_int,2014-11-03,SAU,7.6666666667
en_SGP_twoday_int,2015-03-30,BFA,2
fr_FRA_lmonde_int,2014-05-19,YEM,2
en_NGA_thiday_int,2014-02-03,GBR,3
fr_CAN_jmontr_int,2014-12-08,YEM,0.5
en_MYS_starmy_int,2014-09-29,UKR,24
en_JPN_jatime_int,2014-08-04,AFG,2
en_NZL_nzhera_int,2014-07-28,PAK,5
en_GBR_dailyt_int,2014-11-03,NGA,1
en_PAK_newint_int,2015-03-02,AUS,1
en_NZL_nzhera_int,2014-07-21,DMA,1
en_JPN_jatime_int,2015-03-23,IRN,6.1666666667
en_CAN_starca_int,2014-07-07,SSD,0.5
en_SGP_twoday_int,2015-03-23,IDN,11
en_MYS_starmy_int,2014-09-15,USA,20.5
en_GBR_dailyt_int,2014-11-03,ESP,8
en_USA_wapost_int,2015-02-02,DEU,2.8333333333
en_IND_tindia_int,2014-08-25,POL,1
en_MYS_starmy_int,2014-07-28,SVK,0.6666666667
es_MEX_jormex_int,2014-06-30,RUS,1
en_JPN_jatime_int,2014-09-15,ISR,1.3333333333
es_ESP_catalu_int,2014-08-18,GBR,5
es_CHL_mercur_int,2014-11-24,TUR,2
es_VEN_univer_int,2015-04-06,BOL,3.5
en_GBR_guardi_int,2014-10-06,USA,56.6666666667
en_MLT_tmalta_int,2015-03-16,AFG,2
es_ESP_catalu_int,2015-04-27,MEX,1
fr_FRA_lepari_int,2015-05-25,TUN,6.5
fr_FRA_lepari_int,2015-02-23,RUS,13.5
en_MYS_starmy_int,2014-09-01,SLE,4
es_VEN_univer_int,2014-12-29,ETH,0.5
es_BOL_larazo_int,2014-04-21,COD,0.5
en_IND_tindia_int,2014-09-01,USA,17.1666666667
fr_FRA_lmonde_int,2015-05-04,AUS,2
en_GBR_guardi_int,2014-10-06,QAT,0.5
es_CHL_mercur_int,2015-01-12,TUR,2.1666666667
en_SGP_twoday_int,2014-06-23,MRT,1
en_NZL_nzhera_int,2014-08-25,TUR,4
en_SGP_twoday_int,2014-06-09,EGY,14
en_IND_hindti_int,2015-02-16,EGY,2
es_VEN_univer_int,2014-08-18,HND,1.5
en_SGP_twoday_int,2015-04-27,BDI,26.5
en_MLT_tmalta_int,2015-01-19,CHN,1
en_NZL_nzhera_int,2015-01-19,SWE,1.5
es_CHL_tercer_int,2014-05-26,RUS,5.5
en_NZL_nzhera_int,2014-09-15,CRI,1
en_USA_wapost_int,2015-03-30,GBR,4
es_ESP_catalu_int,2015-05-11,PRK,4
en_GBR_guardi_int,2014-02-03,ROU,2
es_ESP_catalu_int,2015-06-15,NER,1
en_SGP_twoday_int,2014-09-01,MKD,0.3333333333
en_IND_tindia_int,2014-04-21,HTI,0.5
en_MLT_tmalta_int,2014-10-13,ITA,2
en_USA_wapost_int,2015-05-11,BGD,0.5
fr_DZA_xpress_int,2014-10-20,LBN,0.5
es_CHL_mercur_int,2014-11-24,EGY,5
en_IND_tindia_int,2015-02-09,AUS,3
en_GBR_guardi_int,2014-04-14,FRA,8
es_VEN_univer_int,2015-04-27,NER,1
es_MEX_univer_int,2014-09-15,FRA,10.5
en_GBR_guardi_int,2014-12-15,FRA,6.5
fr_FRA_lmonde_int,2015-06-15,KOR,2
en_NZL_nzhera_int,2014-07-14,COL,4.5
en_CHN_chinad_int,2014-07-28,GIN,1
en_NZL_nzhera_int,2015-04-27,PHL,5
fr_FRA_lmonde_int,2015-01-26,JPN,6
es_BOL_patria_int,2014-04-21,USA,6.8333333333
es_BOL_larazo_int,2014-11-24,NGA,1
en_SGP_twoday_int,2014-08-04,JPN,9.8333333333
es_VEN_univer_int,2014-09-29,VAT,9.5
es_BOL_patria_int,2015-06-01,RUS,0.5
en_JPN_jatime_int,2015-06-15,DZA,2.5
en_USA_nytime_int,2014-06-16,TUR,1
en_GBR_guardi_int,2015-06-15,SRB,1
en_CHN_chinad_int,2015-06-22,GRC,1
en_NZL_nzhera_int,2015-06-01,KEN,3
es_ARG_nacion_int,2014-12-08,RUS,1
en_USA_nytime_int,2015-06-01,CZE,1
es_BOL_larazo_int,2015-03-23,MEX,2
fr_FRA_lmonde_int,2015-01-12,UKR,8
en_SGP_twoday_int,2014-10-06,IDN,7
fr_DZA_elwata_int,2014-01-06,ISR,2.5
es_MEX_univer_int,2014-06-16,UKR,12.3333333333
en_GBR_guardi_int,2015-02-09,MLI,1
en_MYS_starmy_int,2014-08-11,LTU,0.3333333333
en_AUS_austra_int,2015-05-11,HUN,1
fr_FRA_lmonde_int,2014-12-15,PSE,9.5
en_NZL_nzhera_int,2015-01-05,BGD,3
en_NGA_thiday_int,2014-05-19,ITA,0.5
en_MLT_tmalta_int,2014-06-23,SDN,4.5
es_MEX_univer_int,2015-01-19,AUS,1.5
en_AUS_austra_int,2014-01-06,KHM,1
es_ARG_nacion_int,2014-11-03,GBR,1.5
es_BOL_larazo_int,2014-03-24,MYS,5.5
en_MLT_tmalta_int,2015-01-19,LBY,2
fr_FRA_lmonde_int,2014-04-21,ARG,1
en_JPN_jatime_int,2014-05-12,LBY,1
es_MEX_jormex_int,2014-11-10,RUS,2
en_ZWE_chroni_int,2015-04-20,YEM,1
fr_FRA_lmonde_int,2015-04-20,BRA,1
en_MYS_starmy_int,2015-02-09,SOM,1
en_CAN_starca_int,2015-02-23,ARG,1
en_SGP_twoday_int,2014-06-23,LKA,1
es_MEX_jormex_int,2014-03-31,MYS,1
es_MEX_univer_int,2015-06-01,VEN,12.5
fr_DZA_elwata_int,2015-01-05,FRA,9
es_VEN_univer_int,2014-12-29,SLV,1
en_CHN_chinad_int,2014-04-28,TWN,0.5
en_JPN_jatime_int,2014-04-07,RWA,1
es_ARG_nacion_int,2015-05-04,ECU,2
en_USA_nytime_int,2015-05-25,PAK,2
es_MEX_jormex_int,2015-05-11,GTM,3
es_MEX_univer_int,2015-06-01,ISR,1.3333333333
es_ESP_catalu_int,2014-06-16,POL,2
fr_CAN_jmontr_int,2014-09-01,CHN,0.5
en_AUS_austra_int,2014-02-17,RUS,4.5
es_VEN_univer_int,2014-08-11,VNM,1
es_CHL_tercer_int,2014-05-26,CHN,3.5
en_PAK_newint_int,2014-12-01,CHN,7
en_MYS_starmy_int,2015-01-26,ETH,2.5
en_CHN_mopost_int,2015-06-22,ESP,1
en_GBR_dailyt_int,2014-01-06,ISR,14
fr_FRA_lmonde_int,2014-12-01,USA,34.5
en_CAN_starca_int,2015-03-09,UKR,4.5
en_USA_nytime_int,2015-06-01,IRL,1
es_MEX_univer_int,2015-06-22,KOR,6
en_USA_nytime_int,2014-11-03,BRA,1
en_AUS_hersun_int,2015-06-01,GBR,2
es_ESP_catalu_int,2014-10-06,AUS,2
en_PAK_newint_int,2014-07-07,RUS,1.5
fr_DZA_xpress_int,2014-04-07,ESP,1
en_CAN_starca_int,2014-03-03,USA,4
en_CHN_mopost_int,2014-04-14,ZAF,5
en_CHN_chinad_int,2014-06-30,IRQ,2.5
en_JPN_jatime_int,2014-12-22,IRL,1
en_CHN_mopost_int,2015-05-18,PHL,1
es_MEX_jormex_int,2015-06-01,ITA,1
es_CHL_mercur_int,2015-03-30,SOM,1
en_USA_nytime_int,2014-01-06,ESP,5
en_USA_wapost_int,2014-10-06,AUS,1
es_VEN_univer_int,2014-12-08,RUS,6.5
es_MEX_univer_int,2015-04-06,UKR,2.5
en_IND_tindia_int,2014-05-05,PSE,1
en_GBR_dailyt_int,2015-02-23,AUS,6.5
es_ESP_elpais_int,2015-06-01,UKR,4
en_GBR_guardi_int,2014-10-13,BRA,1
en_CAN_starca_int,2014-01-13,ZAF,1
es_CHL_mercur_int,2014-07-21,KOR,2.5
en_CHN_mopost_int,2014-03-17,MMR,1
en_NZL_nzhera_int,2014-09-01,BIH,4
en_JPN_jatime_int,2014-11-24,CAN,2.5
en_USA_nytime_int,2014-12-08,CIV,1
en_NZL_nzhera_int,2015-02-02,HTI,6
en_PAK_newint_int,2014-10-13,YEM,3
fr_FRA_lepari_int,2015-05-25,ISR,1
fr_BEL_derheu_int,2014-06-23,GBR,2
en_NGA_thiday_int,2014-06-16,HRV,1
fr_FRA_lmonde_int,2014-08-04,SYR,4.5
en_MYS_starmy_int,2015-03-02,CAN,6
es_ESP_elpais_int,2014-12-01,PER,1
es_CHL_mercur_int,2014-06-02,LBY,2
en_SGP_twoday_int,2014-07-28,NRU,0.5
fr_DZA_xpress_int,2015-04-27,AFG,1
en_PAK_newint_int,2015-01-05,KWT,1
en_MYS_starmy_int,2014-08-11,CHN,22.6666666667
en_GBR_guardi_int,2015-04-20,IRN,6
en_IND_tindia_int,2015-04-06,IRN,8.25
en_SGP_twoday_int,2015-04-06,MLI,4.8333333333
en_ZWE_chroni_int,2014-08-11,EGY,0.3333333333
en_GBR_dailyt_int,2015-02-23,VAT,2
en_NZL_nzhera_int,2014-11-10,LBR,7.5
en_MLT_tmalta_int,2015-03-30,BRA,1
es_ESP_elpais_int,2014-10-27,SWE,1.5
en_ZWE_chroni_int,2015-02-02,UKR,1.6666666667
en_SGP_twoday_int,2014-05-19,IND,7.1666666667
fr_FRA_lepari_int,2015-03-16,NGA,1
en_ZWE_chroni_int,2014-03-10,ARE,0.5
en_CHN_mopost_int,2015-06-08,DEU,1.5
en_JPN_jatime_int,2015-04-20,ARM,4
es_VEN_univer_int,2014-06-02,BEL,1.5
es_ARG_nacion_int,2014-09-01,SYR,0.5
en_AUS_austra_int,2014-12-15,SDN,1
en_GBR_guardi_int,2014-09-15,VEN,1
es_ESP_elpais_int,2015-06-08,SYR,2
en_USA_nytime_int,2015-06-08,IND,5.5
en_PAK_newint_int,2014-09-29,IRN,1.5
en_IND_tindia_int,2014-12-22,NPL,2
en_MLT_tmalta_int,2015-06-22,NLD,1
en_GBR_dailyt_int,2015-04-06,CZE,0.5
fr_DZA_xpress_int,2014-09-29,RUS,0.5
en_IND_tindia_int,2015-05-04,MMR,0.5
es_VEN_univer_int,2015-02-16,LBY,9.1666666667
en_NZL_nzhera_int,2015-05-25,GEO,1
fr_BEL_derheu_int,2014-07-14,GBR,1
en_CHN_mopost_int,2014-07-07,GBR,6
en_GBR_dailyt_int,2015-04-27,ISR,4.5
fr_FRA_lmonde_int,2014-03-31,PER,0.5
en_CHN_mopost_int,2014-06-23,ITA,1.5
en_MLT_tmalta_int,2015-05-11,IRL,1
en_NZL_nzhera_int,2014-01-06,HKG,1
es_ESP_elpais_int,2015-02-23,HTI,1
es_ESP_elpais_int,2015-03-23,DEU,7.5
es_VEN_univer_int,2014-09-22,FRA,17.5
en_CHN_chinad_int,2014-04-28,BGD,1
en_NZL_nzhera_int,2014-03-24,AFG,7
en_PAK_newint_int,2015-03-09,SWE,0.5
en_NZL_nzhera_int,2013-12-30,BRA,5
fr_CAN_jmontr_int,2014-07-28,PAK,1
en_USA_wapost_int,2014-08-18,CAN,3
en_MYS_starmy_int,2014-04-28,UGA,0.5
en_SGP_twoday_int,2014-11-03,EGY,11
es_VEN_univer_int,2015-04-27,VAT,1
fr_FRA_lmonde_int,2014-06-02,DEU,0.5
en_GBR_dailyt_int,2015-06-22,ARM,1
fr_CAN_jmontr_int,2014-07-07,GBR,2
en_PAK_newint_int,2015-06-29,TWN,1
en_CAN_starca_int,2014-04-21,NZL,1
fr_DZA_xpress_int,2015-03-02,MMR,1
en_USA_wapost_int,2014-09-15,CHN,10.5
en_NGA_thiday_int,2015-02-23,IND,1
en_NZL_nzhera_int,2014-07-14,HUN,1
en_AUS_austra_int,2014-03-24,MYS,2
es_MEX_univer_int,2014-10-13,GUY,0.5
en_NZL_nzhera_int,2015-02-16,SLE,2
en_NGA_thiday_int,2015-06-01,QAT,1
es_ARG_nacion_int,2015-01-12,VEN,1.5
en_CHN_chinad_int,2014-05-05,ETH,12.5
es_ESP_elpais_int,2015-06-15,VAT,11.5
en_IND_tindia_int,2015-04-13,THA,2
fr_BEL_derheu_int,2014-04-14,ZAF,1
en_USA_nytime_int,2014-09-22,RUS,10
fr_BEL_lesoir_int,2014-05-26,MCO,1
fr_FRA_lmonde_int,2014-07-14,NGA,3
en_AUS_austra_int,2014-08-18,UKR,6
es_CHL_tercer_int,2014-10-13,TUR,4.5
en_NZL_nzhera_int,2015-06-15,CAN,4.5
es_ESP_elpais_int,2015-05-11,BRA,3
es_MEX_univer_int,2015-04-13,VAT,14.3333333333
fr_FRA_lmonde_int,2015-03-23,PRK,1
fr_BEL_derheu_int,2015-03-09,IND,1
en_NZL_nzhera_int,2014-10-13,MDG,1
en_GBR_guardi_int,2014-12-08,LUX,7
en_SGP_twoday_int,2014-07-07,DEU,15.25
en_CHN_chinad_int,2015-03-30,UKR,1
es_MEX_jormex_int,2015-05-18,VAT,1
en_ZWE_chroni_int,2014-04-14,GBR,1
en_AUS_austra_int,2014-10-06,MMR,1
en_GBR_guardi_int,2015-02-09,GRC,14.5
es_CHL_mercur_int,2014-04-07,RUS,5.1666666667
es_ARG_nacion_int,2014-03-24,DEU,0.5
en_USA_nytime_int,2014-07-28,SYR,4
fr_DZA_xpress_int,2015-05-25,BDI,6
es_MEX_univer_int,2014-12-08,KEN,1
en_IND_tindia_int,2014-11-17,MMR,1
en_USA_nytime_int,2014-05-05,IDN,3
en_IND_tindia_int,2014-02-17,ITA,4
fr_DZA_xpress_int,2014-11-10,JPN,1.25
en_JPN_jatime_int,2014-11-17,GRC,1
en_MYS_starmy_int,2015-06-08,CHE,1.3333333333
es_MEX_univer_int,2014-10-13,HUN,1
es_MEX_univer_int,2014-12-01,GTM,0.5
en_CHN_chinad_int,2014-08-04,AUS,2.5
en_CAN_starca_int,2014-09-08,NOR,1
en_NZL_nzhera_int,2014-12-29,ZAF,1
fr_FRA_lmonde_int,2014-12-29,LBY,3
fr_DZA_xpress_int,2014-03-03,JPN,0.5
en_PAK_newint_int,2015-06-15,IRL,0.5
en_NZL_nzhera_int,2014-11-24,PHL,4.5
en_AUS_austra_int,2014-07-07,IND,1
en_GBR_guardi_int,2014-10-20,SWE,4.5
en_MYS_starmy_int,2015-02-02,ESP,2
en_AUS_hersun_int,2014-09-22,AFG,1
es_MEX_univer_int,2014-08-25,ESP,5
es_CHL_mercur_int,2015-05-04,DEU,3.8333333333
es_CHL_mercur_int,2015-03-09,FRA,7
fr_DZA_xpress_int,2015-06-22,IRN,2.7
fr_BEL_lesoir_int,2014-01-13,THA,2
en_MLT_tmalta_int,2014-06-02,CHE,0.3333333333
en_GBR_guardi_int,2015-06-15,HTI,1
es_MEX_univer_int,2014-07-21,IRQ,5
en_NZL_nzhera_int,2014-04-07,CAN,13
en_IND_hindti_int,2014-08-25,THA,2
en_CAN_starca_int,2014-01-27,DEU,1
en_AUS_hersun_int,2015-01-26,CHN,1
en_USA_wapost_int,2014-03-31,TUR,3
fr_BEL_lesoir_int,2014-03-03,GBR,0.5
es_ESP_catalu_int,2014-04-14,BRA,1
en_USA_nytime_int,2014-05-12,VNM,1
en_SGP_twoday_int,2015-03-02,TCD,2
en_PAK_newint_int,2014-05-12,AFG,3
es_VEN_univer_int,2015-01-12,BEL,11
en_ZWE_chroni_int,2014-10-20,MDG,1
es_BOL_patria_int,2015-03-09,USA,8
fr_DZA_xpress_int,2014-12-29,NER,0.5
es_CHL_mercur_int,2014-04-21,AUS,2
en_SGP_twoday_int,2015-06-08,KOR,44.5
en_GBR_dailyt_int,2014-10-06,HKG,9.5
en_GBR_guardi_int,2014-02-03,EGY,8.5
es_VEN_univer_int,2014-10-27,CHE,2
es_MEX_univer_int,2014-09-15,YEM,1
en_IND_tindia_int,2014-04-21,SDN,1
en_CAN_starca_int,2014-05-05,COG,1
en_GBR_guardi_int,2014-12-29,PHL,0.5
fr_FRA_lepari_int,2014-04-14,IND,1
