user,topic,time,obs
lesRepublicains,lesRépublicains,2017-11-19,1
lesRepublicains,Remaniement,2017-11-19,6
lesRepublicains,Républicains,2017-11-19,1
lesRepublicains,LesInconnusEnMarche,2017-11-19,1
lesRepublicains,var,2017-11-19,1
lesRepublicains,Merkel,2017-11-19,1
lesRepublicains,EnMarche,2017-11-19,1
lesRepublicains,toulon,2017-11-19,1
lesRepublicains,Castaner,2017-11-19,3
lesRepublicains,100eCongresAMF,2017-11-19,1
lesRepublicains,Macron,2017-11-19,1
lesRepublicains,Dussopt,2017-11-19,1
lesRepublicains,SystèmeEnMarche,2017-11-19,1
nan,NetNeutrality,2017-11-19,1
nan,rewardpoints,2017-11-19,1
nan,vagabunderia,2017-11-19,1
partisocialiste,AEM,2017-11-19,1
partisocialiste,Libye,2017-11-19,1
partisocialiste,MEDEF,2017-11-19,1
partisocialiste,Srebrenica,2017-11-19,1
partisocialiste,ONU,2017-11-19,1
partisocialiste,TPIY,2017-11-19,1
partisocialiste,PLF,2017-11-19,1
partisocialiste,PLF2018,2017-11-19,1
partisocialiste,Insee,2017-11-19,1
partisocialiste,Paris,2017-11-19,1
partisocialiste,France,2017-11-19,1
partisocialiste,DirectPS,2017-11-19,2
partisocialiste,CongresAMF,2017-11-19,1
partisocialiste,Egypte,2017-11-19,2
partisocialiste,PS,2017-11-19,3
partisocialiste,Lille,2017-11-19,1
partisocialiste,25novembre,2017-11-19,1
partisocialiste,Mladic,2017-11-19,1
UDI_off,policiers,2017-11-19,1
UDI_off,commune,2017-11-19,1
UDI_off,Sécurité,2017-11-19,1
UDI_off,ivg,2017-11-19,1
UDI_off,Femmes,2017-11-19,1
UDI_off,senateurs,2017-11-19,1
UDI_off,ViolencesFaitesAuxFemmes,2017-11-19,1
UDI_off,CongresDesMaires,2017-11-19,1
UDI_off,lavilleauxdames,2017-11-19,3
UDI_off,senat,2017-11-19,3
UDI_off,Pinel,2017-11-19,1
UDI_off,DirectSénat,2017-11-19,2
UDI_off,Rennes,2017-11-19,1
UDI_off,femme,2017-11-19,1
UDI_off,Logement,2017-11-19,1
UDI_off,QAG,2017-11-19,2
UDI_off,rue,2017-11-19,1
enmarchefr,NeRienLaisserPasser,2017-11-26,4
enmarchefr,LEmissionPolitique,2017-11-26,1
enmarchefr,glyphosate,2017-11-26,3
enmarchefr,CoupeDavies2017,2017-11-26,1
enmarchefr,Bruxelles,2017-11-26,1
enmarchefr,WorldAIDSDay,2017-11-26,1
enmarchefr,France,2017-11-26,1
enmarchefr,ordonnances,2017-11-26,1
enmarchefr,LaREM,2017-11-26,7
enmarchefr,RTLMatin,2017-11-26,3
enmarchefr,Corse,2017-11-26,1
enmarchefr,droitàlerreur,2017-11-26,2
enmarchefr,E1Matin,2017-11-26,1
FranceInsoumise,degout,2017-11-26,1
FranceInsoumise,Mélenchon,2017-11-26,1
FranceInsoumise,Lanceusedalerte,2017-11-26,1
FranceInsoumise,Media,2017-11-26,1
FranceInsoumise,Glyphosate,2017-11-26,8
FranceInsoumise,ConventionFi,2017-11-26,56
FranceInsoumise,ContreBudget,2017-11-26,1
FranceInsoumise,Castaner,2017-11-26,1
FranceInsoumise,CanalPlus,2017-11-26,1
FranceInsoumise,Venezuela,2017-11-26,1
FranceInsoumise,laïcité,2017-11-26,1
FranceInsoumise,FranceInsoumise,2017-11-26,11
FranceInsoumise,Macronistes,2017-11-26,1
FranceInsoumise,LinfoduVrai,2017-11-26,1
FranceInsoumise,pjlHydrocarbures,2017-11-26,1
FranceInsoumise,MM,2017-11-26,1
FranceInsoumise,BFMTV,2017-11-26,1
FranceInsoumise,Convention,2017-11-26,1
FranceInsoumise,Monsanto,2017-11-26,1
FranceInsoumise,Lenglet,2017-11-26,1
FranceInsoumise,MassacreMacron,2017-11-26,1
FranceInsoumise,Alinsky,2017-11-26,7
FranceInsoumise,Santé,2017-11-26,1
FranceInsoumise,nucléaire,2017-11-26,1
FranceInsoumise,Valls,2017-11-26,1
FranceInsoumise,ClermontFerrand,2017-11-26,1
FranceInsoumise,France2,2017-11-26,1
FranceInsoumise,Debray,2017-11-26,1
FranceInsoumise,BurnOut,2017-11-26,1
FranceInsoumise,ConventionFiِ,2017-11-26,1
FranceInsoumise,Lidl,2017-11-26,1
FranceInsoumise,FI,2017-11-26,2
FranceInsoumise,Macron,2017-11-26,2
FranceInsoumise,BurkinaFaso,2017-11-26,1
FranceInsoumise,sulfoxaflor,2017-11-26,1
FranceInsoumise,SouverainetéPopulaire,2017-11-26,1
FranceInsoumise,LesInformés,2017-11-26,1
FranceInsoumise,LEmissionPolitique,2017-11-26,18
lesRepublicains,AteliersRefondation,2017-11-26,1
lesRepublicains,Castaner,2017-11-26,2
lesRepublicains,glyphosate,2017-11-26,3
lesRepublicains,BoulogneBillancourt,2017-11-26,1
lesRepublicains,questure,2017-11-26,1
lesRepublicains,immigration,2017-11-26,1
lesRepublicains,lesRépublicains,2017-11-26,2
lesRepublicains,EDVTsur,2017-11-26,1
lesRepublicains,Chirac,2017-11-26,1
partisocialiste,DirectAN,2017-11-26,1
partisocialiste,revenudebase,2017-11-26,1
partisocialiste,HLM,2017-11-26,1
partisocialiste,France,2017-11-26,1
partisocialiste,article52,2017-11-26,1
partisocialiste,UE,2017-11-26,1
partisocialiste,APL,2017-11-26,1
partisocialiste,Israel,2017-11-26,1
partisocialiste,sport,2017-11-26,1
partisocialiste,OrdonnancesTravail,2017-11-26,1
partisocialiste,école,2017-11-26,1
partisocialiste,CoupeDavis2017,2017-11-26,1
partisocialiste,WorldAIDSDay,2017-11-26,1
partisocialiste,Blanquer,2017-11-26,1
partisocialiste,Paris,2017-11-26,1
partisocialiste,redoublement,2017-11-26,3
partisocialiste,EU,2017-11-26,1
partisocialiste,LREM,2017-11-26,1
partisocialiste,PS,2017-11-26,8
partisocialiste,glyphosate,2017-11-26,3
partisocialiste,JMS2017,2017-11-26,3
partisocialiste,WorldAIDSDay2017,2017-11-26,1
partisocialiste,logement,2017-11-26,1
partisocialiste,Sida,2017-11-26,2
UDI_off,HautsdeSeine,2017-11-26,1
UDI_off,DirectAN,2017-11-26,1
UDI_off,CETA,2017-11-26,1
UDI_off,ALDEcongress,2017-11-26,1
UDI_off,Glyphosate,2017-11-26,1
UDI_off,Europe,2017-11-26,1
UDI_off,DirectSénat,2017-11-26,1
UDI_off,ALDEcongres,2017-11-26,1
UDI_off,CNUDI,2017-11-26,54
UDI_off,UDI,2017-11-26,3
UDI_off,LesConstructifs,2017-11-26,1
UDI_off,Charente,2017-11-26,1
UDI_off,QAG,2017-11-26,3
UDI_off,Vincennes,2017-11-26,3
enmarchefr,bastille,2017-12-03,1
enmarchefr,PLFSS2018,2017-12-03,1
enmarchefr,maladiesrares,2017-12-03,1
enmarchefr,Quotidien,2017-12-03,1
enmarchefr,genetiques,2017-12-03,1
enmarchefr,EllesMarchent,2017-12-03,1
enmarchefr,Melun,2017-12-03,1
enmarchefr,Paris,2017-12-03,2
enmarchefr,LesJAM40,2017-12-03,1
enmarchefr,SeineetMarne,2017-12-03,1
enmarchefr,GrandParis,2017-12-03,10
enmarchefr,telethon2017,2017-12-03,2
enmarchefr,grandparisenmarche,2017-12-03,2
enmarchefr,OnePlanet,2017-12-03,1
enmarchefr,TRACEmeetsMacron,2017-12-03,1
enmarchefr,Paris11,2017-12-03,1
enmarchefr,Merkel,2017-12-03,1
enmarchefr,Karlspreis,2017-12-03,1
enmarchefr,Clichy,2017-12-03,1
enmarchefr,LaREM,2017-12-03,5
enmarchefr,Paris12,2017-12-03,1
FranceInsoumise,circo7517,2017-12-03,1
FranceInsoumise,Belgique,2017-12-03,1
FranceInsoumise,SMIC,2017-12-03,1
FranceInsoumise,JohnnyHallyday,2017-12-03,4
FranceInsoumise,insoumis,2017-12-03,1
FranceInsoumise,lorient,2017-12-03,1
FranceInsoumise,Marseille,2017-12-03,1
FranceInsoumise,Valls,2017-12-03,2
FranceInsoumise,Cyclocity,2017-12-03,1
FranceInsoumise,nature,2017-12-03,1
FranceInsoumise,RDLS47,2017-12-03,1
FranceInsoumise,livre,2017-12-03,1
FranceInsoumise,Toulon,2017-12-03,1
FranceInsoumise,Amazon,2017-12-03,1
lesRepublicains,JohnnyHalliday,2017-12-03,1
lesRepublicains,Conversations,2017-12-03,1
lesRepublicains,immigration,2017-12-03,1
lesRepublicains,electionLR2017,2017-12-03,2
lesRepublicains,Punchline,2017-12-03,1
lesRepublicains,lesRepublicains,2017-12-03,2
lesRepublicains,JeandOrmesson,2017-12-03,5
lesRepublicains,Montparnasse,2017-12-03,1
lesRepublicains,Ormesson,2017-12-03,1
lesRepublicains,PrélèvementALaSource,2017-12-03,1
lesRepublicains,JohnnyHallyday,2017-12-03,9
lesRepublicains,Algérie,2017-12-03,3
lesRepublicains,Noël,2017-12-03,1
lesRepublicains,JonnyHallyday,2017-12-03,1
lesRepublicains,crèche,2017-12-03,1
nan,SATX,2017-12-03,1
nan,MonumentalMistake,2017-12-03,1
partisocialiste,Orthez,2017-12-03,1
partisocialiste,Laïcité,2017-12-03,2
partisocialiste,redoublement,2017-12-03,1
partisocialiste,Australie,2017-12-03,1
partisocialiste,RefondationPS,2017-12-03,8
partisocialiste,MariagePourTous,2017-12-03,1
partisocialiste,Paris,2017-12-03,1
partisocialiste,PLFSS2018,2017-12-03,1
partisocialiste,CongrèsPS,2017-12-03,3
partisocialiste,PartiSocialiste,2017-12-03,1
partisocialiste,Dictée,2017-12-03,1
partisocialiste,bénévoles,2017-12-03,1
partisocialiste,volontaires,2017-12-03,1
partisocialiste,revenudebase,2017-12-03,1
partisocialiste,AccorddeParis,2017-12-03,1
partisocialiste,PS,2017-12-03,1
partisocialiste,Unesco,2017-12-03,1
partisocialiste,ONU,2017-12-03,1
UDI_off,QAG,2017-12-03,1
UDI_off,CNUDI,2017-12-03,2
UDI_off,JohnnyHallyday,2017-12-03,1
enmarchefr,RévolutionEnMarche,2017-12-10,1
enmarchefr,100Marcheurs,2017-12-10,2
enmarchefr,LaMatinaleLCI,2017-12-10,1
enmarchefr,Millas,2017-12-10,3
enmarchefr,LaDefense,2017-12-10,1
enmarchefr,LR,2017-12-10,1
enmarchefr,TechForPlanet,2017-12-10,1
enmarchefr,climat,2017-12-10,1
enmarchefr,OnePlanetSummit,2017-12-10,6
enmarchefr,OnePlanet,2017-12-10,6
enmarchefr,LaREM,2017-12-10,3
enmarchefr,GrandParis,2017-12-10,2
enmarchefr,AssisesMobilite,2017-12-10,1
enmarchefr,HautsDeSeine,2017-12-10,1
FranceInsoumise,ConfPresseFi,2017-12-10,2
FranceInsoumise,nucléaire,2017-12-10,1
FranceInsoumise,MakeOurNetNeutralityGreatAgain,2017-12-10,1
FranceInsoumise,NetNeutality,2017-12-10,1
lesRepublicains,Chateaurenard,2017-12-10,1
lesRepublicains,LE20H,2017-12-10,2
lesRepublicains,LeParisien,2017-12-10,1
lesRepublicains,PrixSakharov2017,2017-12-10,1
lesRepublicains,20HWauquiez,2017-12-10,2
lesRepublicains,TDInfos,2017-12-10,1
lesRepublicains,NotreDamedesLandes,2017-12-10,3
lesRepublicains,Millas,2017-12-10,2
lesRepublicains,BourdinDirect,2017-12-10,1
lesRepublicains,NDDL,2017-12-10,2
lesRepublicains,electionLR2017,2017-12-10,1
lesRepublicains,France,2017-12-10,1
lesRepublicains,LR,2017-12-10,2
lesRepublicains,mobilisation,2017-12-10,1
lesRepublicains,LaDroiteEstDeRetour,2017-12-10,1
lesRepublicains,EPPSummit,2017-12-10,1
lesRepublicains,directAN,2017-12-10,1
lesRepublicains,EXTRAIT,2017-12-10,1
lesRepublicains,lesRépublicains,2017-12-10,7
nan,RewardsPoints,2017-12-10,1
partisocialiste,conferencedeconsensus,2017-12-10,1
partisocialiste,bailleurs,2017-12-10,1
partisocialiste,Droitsdelhomme,2017-12-10,1
partisocialiste,PJLORE,2017-12-10,1
partisocialiste,sociaux,2017-12-10,1
partisocialiste,Millas,2017-12-10,1
partisocialiste,planétudiants,2017-12-10,6
partisocialiste,LR,2017-12-10,1
partisocialiste,selection,2017-12-10,1
partisocialiste,Collomb,2017-12-10,1
partisocialiste,PS,2017-12-10,6
partisocialiste,etudiants,2017-12-10,1
partisocialiste,gauche,2017-12-10,1
partisocialiste,associations,2017-12-10,1
partisocialiste,Hutin,2017-12-10,1
partisocialiste,Universite,2017-12-10,1
partisocialiste,Orthez,2017-12-10,1
partisocialiste,hebergement,2017-12-10,1
partisocialiste,APL,2017-12-10,2
partisocialiste,orientation,2017-12-10,1
partisocialiste,droite,2017-12-10,1
partisocialiste,bacpro,2017-12-10,1
partisocialiste,extrême,2017-12-10,1
partisocialiste,bactechno,2017-12-10,1
partisocialiste,Aides,2017-12-10,1
partisocialiste,glyphosate,2017-12-10,2
partisocialiste,Autriche,2017-12-10,2
partisocialiste,bio,2017-12-10,1
partisocialiste,OnePlanetSummit,2017-12-10,1
UDI_off,QAG,2017-12-10,2
enmarchefr,OnePlanetSummit,2017-12-17,1
enmarchefr,DimancheEnPolitique,2017-12-17,1
enmarchefr,MacronJT20HWE,2017-12-17,2
enmarchefr,PLF2018,2017-12-17,1
FranceInsoumise,AssembleeNationale,2017-12-17,1
FranceInsoumise,franceinsoumise,2017-12-17,2
FranceInsoumise,Amiens,2017-12-17,1
FranceInsoumise,Gaillard,2017-12-17,1
FranceInsoumise,pêcheélectrique,2017-12-17,1
FranceInsoumise,Alinsky,2017-12-17,1
FranceInsoumise,Insoumis,2017-12-17,1
FranceInsoumise,EdouardPhilippe,2017-12-17,2
FranceInsoumise,FI,2017-12-17,1
lesRepublicains,TokyoParis,2017-12-17,1
lesRepublicains,RéformesAN,2017-12-17,1
lesRepublicains,TV5Monde,2017-12-17,1
lesRepublicains,SeulContreTous,2017-12-17,1
lesRepublicains,Edouard,2017-12-17,1
lesRepublicains,européennes,2017-12-17,1
lesRepublicains,LaMatinale,2017-12-17,1
lesRepublicains,FRANOR,2017-12-17,1
lesRepublicains,Immigration,2017-12-17,1
lesRepublicains,MacronJT20HWE,2017-12-17,1
lesRepublicains,Philippe,2017-12-17,1
lesRepublicains,ChampionnesDuMonde,2017-12-17,2
lesRepublicains,TDinfos,2017-12-17,1
lesRepublicains,LR,2017-12-17,1
lesRepublicains,bleues,2017-12-17,1
lesRepublicains,EdouardPhilippe,2017-12-17,1
lesRepublicains,QAG,2017-12-17,1
lesRepublicains,le79Inter,2017-12-17,1
lesRepublicains,handball,2017-12-17,2
lesRepublicains,Budget2018,2017-12-17,1
lesRepublicains,DirectAN,2017-12-17,1
lesRepublicains,Amandine,2017-12-17,1
lesRepublicains,Monde,2017-12-17,1
lesRepublicains,LesRépublicains,2017-12-17,1
lesRepublicains,LREM,2017-12-17,1
nan,RewardsPoints,2017-12-17,1
nan,sonos,2017-12-17,2
nan,orlando,2017-12-17,1
partisocialiste,JournéeInternationaleDesMigrants,2017-12-17,4
partisocialiste,PLF2018,2017-12-17,5
partisocialiste,PS,2017-12-17,9
partisocialiste,flat,2017-12-17,1
partisocialiste,associations,2017-12-17,1
partisocialiste,Hulot,2017-12-17,1
partisocialiste,EGAlim,2017-12-17,1
partisocialiste,ISF,2017-12-17,2
partisocialiste,Catalogne,2017-12-17,1
partisocialiste,Collomb,2017-12-17,1
partisocialiste,Cameroun,2017-12-17,1
UDI_off,amiens,2017-12-17,1
UDI_off,Senat360,2017-12-17,1
UDI_off,QAG,2017-12-17,2
UDI_off,Replay,2017-12-17,2
UDI_off,TDinfos,2017-12-17,7
UDI_off,Yonne,2017-12-17,2
UDI_off,LR,2017-12-17,1
UDI_off,RTLmatin,2017-12-17,9
enmarchefr,ConseilConstitutionnel,2017-12-24,2
enmarchefr,MacronJT20HWE,2017-12-24,1
enmarchefr,JacquesChereque,2017-12-24,1
enmarchefr,LaREM,2017-12-24,1
FranceInsoumise,chômage,2017-12-24,1
FranceInsoumise,Gattaz,2017-12-24,1
FranceInsoumise,chômeurs,2017-12-24,2
FranceInsoumise,Medef,2017-12-24,1
lesRepublicains,Noël,2017-12-24,1
lesRepublicains,TaxeDHabitation,2017-12-24,1
lesRepublicains,chômage,2017-12-24,1
nan,sacc2018,2017-12-24,1
nan,NOLA,2017-12-24,1
nan,sugarbowl,2017-12-24,1
partisocialiste,PS,2017-12-24,1
partisocialiste,CirculaireCollomb,2017-12-24,2
partisocialiste,ComptePenibilite,2017-12-24,1
partisocialiste,accueil,2017-12-24,1
partisocialiste,Pénicaud,2017-12-24,1
partisocialiste,associations,2017-12-24,1
partisocialiste,Rohingyas,2017-12-24,1
partisocialiste,ISF,2017-12-24,1
partisocialiste,Macron,2017-12-24,1
partisocialiste,Aragon,2017-12-24,1
partisocialiste,LREM,2017-12-24,1
partisocialiste,Philippe,2017-12-24,1
partisocialiste,fraude,2017-12-24,1
partisocialiste,Gattaz,2017-12-24,1
UDI_off,LiberiaElections2017,2017-12-24,1
enmarchefr,VoeuxMacron,2017-12-31,2
nan,NYE2018,2017-12-31,1
partisocialiste,ISF,2017-12-31,1
partisocialiste,APL,2017-12-31,1
partisocialiste,circulaire,2017-12-31,1
enmarchefr,Champigny,2017-12-31,1
FranceInsoumise,champigny,2017-12-31,1
lesRepublicains,Hypercasher,2017-12-31,1
lesRepublicains,2018IsHere,2017-12-31,1
lesRepublicains,IlamHalimi,2017-12-31,1
lesRepublicains,RTLMatin,2017-12-31,3
lesRepublicains,Macron,2017-12-31,1
lesRepublicains,GdMatinSudRadio,2017-12-31,3
lesRepublicains,8h30politique,2017-12-31,1
lesRepublicains,BourdinDirect,2017-12-31,2
lesRepublicains,peinesplancher,2017-12-31,1
lesRepublicains,LR,2017-12-31,2
lesRepublicains,Aulnay,2017-12-31,1
lesRepublicains,Laïcité,2017-12-31,1
lesRepublicains,Gouvernement,2017-12-31,1
lesRepublicains,peinesplanchers,2017-12-31,1
lesRepublicains,Champigny,2017-12-31,10
lesRepublicains,lesRépublicains,2017-12-31,3
lesRepublicains,SeulContreTous,2017-12-31,1
lesRepublicains,VoeuxMacron,2017-12-31,1
lesRepublicains,PolitiquementShow,2017-12-31,1
nan,RewardsPoints,2017-12-31,1
nan,CNNNYE,2017-12-31,1
partisocialiste,Eleanor,2017-12-31,1
partisocialiste,PS,2017-12-31,1
partisocialiste,Champigny,2017-12-31,2
partisocialiste,ChèqueÉnergie,2017-12-31,1
enmarchefr,laFrancequisubit,2018-01-07,1
enmarchefr,billancourt,2018-01-07,1
enmarchefr,Etudiant,2018-01-07,1
enmarchefr,taxedhabitation,2018-01-07,4
enmarchefr,LaREM,2018-01-07,4
enmarchefr,Les4V,2018-01-07,1
enmarchefr,8h30Politique,2018-01-07,1
enmarchefr,MelusineHarle,2018-01-07,1
FranceInsoumise,RDLS50,2018-01-07,1
FranceInsoumise,80kmh,2018-01-07,1
FranceInsoumise,Lille,2018-01-07,1
FranceInsoumise,LUXLEAKS,2018-01-07,1
FranceInsoumise,Ivry,2018-01-07,1
FranceInsoumise,Circo9001,2018-01-07,3
FranceInsoumise,OnLacheRien,2018-01-07,1
FranceInsoumise,FakeNews,2018-01-07,1
FranceInsoumise,SoigneEtTaisToi,2018-01-07,1
FranceInsoumise,FI,2018-01-07,1
FranceInsoumise,ProcesCarpentras,2018-01-07,1
FranceInsoumise,Roncq,2018-01-07,1
FranceInsoumise,RelaxePourNicole,2018-01-07,1
FranceInsoumise,Université,2018-01-07,1
FranceInsoumise,Sélection,2018-01-07,1
lesRepublicains,Montrouge,2018-01-07,2
lesRepublicains,SecuriteRoutiere,2018-01-07,1
lesRepublicains,NotreDameDesLandes,2018-01-07,1
lesRepublicains,taxedhabitation,2018-01-07,1
lesRepublicains,LaFranceDesTerritoires,2018-01-07,1
lesRepublicains,JDD,2018-01-07,1
lesRepublicains,Lactalis,2018-01-07,1
lesRepublicains,LeTalk,2018-01-07,2
lesRepublicains,Laicite,2018-01-07,1
lesRepublicains,LR,2018-01-07,1
lesRepublicains,FranceInfo,2018-01-07,1
lesRepublicains,Macron,2018-01-07,1
lesRepublicains,ToutEstPolitique,2018-01-07,1
lesRepublicains,TDInfos,2018-01-07,2
lesRepublicains,TEP,2018-01-07,1
lesRepublicains,immigration,2018-01-07,1
lesRepublicains,HyperCacher,2018-01-07,1
lesRepublicains,SudRadioMatin,2018-01-07,1
lesRepublicains,Droite,2018-01-07,2
lesRepublicains,CharlieHebdo,2018-01-07,1
nan,CES,2018-01-07,1
nan,tbt,2018-01-07,1
nan,throwbackthursday,2018-01-07,1
nan,MLKDay,2018-01-07,1
nan,sacc2018,2018-01-07,4
partisocialiste,Beaucaire,2018-01-07,1
partisocialiste,refugies,2018-01-07,1
partisocialiste,taxedhabitation,2018-01-07,1
partisocialiste,CirculaireCollomb,2018-01-07,2
partisocialiste,FakeNews,2018-01-07,1
partisocialiste,Jarnac,2018-01-07,1
partisocialiste,Macron,2018-01-07,1
partisocialiste,Lactalis,2018-01-07,2
partisocialiste,Pénicaud,2018-01-07,1
partisocialiste,PêcheElectrique,2018-01-07,1
partisocialiste,Hypercacher,2018-01-07,1
partisocialiste,MinisteredelInterieur,2018-01-07,1
partisocialiste,FrançoisMitterrand,2018-01-07,1
partisocialiste,migrants,2018-01-07,1
partisocialiste,Creteil,2018-01-07,1
partisocialiste,PSdirect,2018-01-07,1
partisocialiste,immigration,2018-01-07,1
partisocialiste,DirectPS,2018-01-07,1
partisocialiste,accueil,2018-01-07,1
partisocialiste,VoeuxALaPresse,2018-01-07,1
partisocialiste,solidarite,2018-01-07,1
partisocialiste,ImpotMacron,2018-01-07,1
UDI_off,Creteil,2018-01-07,1
UDI_off,SaveTheDate,2018-01-07,1
UDI_off,HyperCacher,2018-01-07,1
UDI_off,TRIBUNE,2018-01-07,1
UDI_off,Replay,2018-01-07,1
UDI_off,RadioCassique,2018-01-07,4
UDI_off,installationmédecins,2018-01-07,1
enmarchefr,ActionTalents,2018-01-14,1
enmarchefr,Parcoursup,2018-01-14,1
enmarchefr,PlanEtudiants,2018-01-14,1
enmarchefr,LaREM,2018-01-14,2
enmarchefr,Pacte,2018-01-14,1
FranceInsoumise,Fukushima,2018-01-14,1
FranceInsoumise,Macron,2018-01-14,1
FranceInsoumise,15sept,2018-01-14,1
FranceInsoumise,ParcoursSup,2018-01-14,1
FranceInsoumise,NONalaSelection,2018-01-14,2
FranceInsoumise,UNLSD,2018-01-14,1
FranceInsoumise,Blocus,2018-01-14,1
FranceInsoumise,ConfPresseFi,2018-01-14,5
FranceInsoumise,ParcourSup,2018-01-14,2
FranceInsoumise,nucléaire,2018-01-14,4
lesRepublicains,FranceDesTerritoires,2018-01-14,1
lesRepublicains,Europe,2018-01-14,1
lesRepublicains,19hruthelkrief,2018-01-14,1
lesRepublicains,peinesplancher,2018-01-14,1
lesRepublicains,LeGrandRDV,2018-01-14,2
lesRepublicains,JDD,2018-01-14,1
lesRepublicains,EnMarche,2018-01-14,1
lesRepublicains,Juppé,2018-01-14,2
lesRepublicains,CSG,2018-01-14,1
nan,SACC2018,2018-01-14,1
partisocialiste,ParcoursSup,2018-01-14,2
partisocialiste,PLF2018,2018-01-14,1
UDI_off,TEP,2018-01-14,4
UDI_off,Asile,2018-01-14,1
UDI_off,NDDL,2018-01-14,2
UDI_off,ToutEstPolitique,2018-01-14,1
UDI_off,Migrants,2018-01-14,1
UDI_off,PolMat,2018-01-14,9
